datadate,account_value
20160104,1000000.0
20160105,999894.2686538696
20160106,997159.3364059449
20160107,991075.9202915193
20160108,988206.580246544
20160111,991678.6144977567
20160112,994697.5172431944
20160113,978549.2094234466
20160114,985487.7750423432
20160115,969281.4712720871
20160119,972893.5076885223
20160120,957004.8383032914
20160121,962932.020658638
20160122,969403.1694200382
20160125,960620.0109398365
20160126,973256.8903517437
20160127,968103.7702269783
20160128,975870.7724510727
20160129,998269.1367542496
20160201,1000600.4337480926
20160202,982460.1568014756
20160203,982686.2410550385
20160204,983013.1586416359
20160205,966902.1699197884
20160208,952179.7792814369
20160209,953420.7425745125
20160210,950862.6535452004
20160211,934992.4720972176
20160212,954415.5372789497
20160216,966416.8580492134
20160217,977537.7693327065
20160218,978513.8478887673
20160219,980079.1701219673
20160222,991703.809837162
20160223,983344.8275812264
20160224,988142.493392765
20160225,1002716.758464634
20160226,997639.9540250893
20160229,991507.4620607491
20160301,1011213.0665147896
20160302,1012820.6774805184
20160303,1013821.0041616554
20160304,1015391.9506338234
20160307,1015190.8143003578
20160308,1015628.4749868507
20160309,1016267.6099756355
20160310,1018048.6565321083
20160311,1032342.1084364052
20160314,1034063.7099645729
20160315,1035143.4434793587
20160316,1038043.239557087
20160317,1045630.7840116615
20160318,1051673.1871984596
20160321,1054039.6389864082
20160322,1050766.5235345955
20160323,1047122.2564771767
20160324,1046878.1761739845
20160328,1047915.5142591591
20160329,1056539.416837513
20160330,1061348.7134626503
20160331,1062638.5104368324
20160401,1071418.088395893
20160404,1068312.0160539742
20160405,1060564.3378446694
20160406,1064453.4770258064
20160407,1053299.7144086952
20160408,1054779.8939703102
20160411,1052885.6281698341
20160412,1060707.5460432167
20160413,1069875.4849088783
20160414,1071655.6720197792
20160415,1071762.912690937
20160418,1078396.0930097695
20160419,1077981.4996336098
20160420,1080570.1947572823
20160421,1071318.8444975014
20160422,1071947.6806886788
20160425,1071968.6548936958
20160426,1071232.7075803871
20160427,1074784.1148107643
20160428,1062230.5991266365
20160429,1060128.245389759
20160502,1069108.5473116036
20160503,1059961.5852411385
20160504,1056233.7195470924
20160505,1056500.8582952614
20160506,1061338.0578001137
20160509,1061391.5248296852
20160510,1075480.4269769783
20160511,1063246.0366972084
20160512,1064874.655906498
20160513,1055187.8809545632
20160516,1062473.0459287758
20160517,1048800.701692402
20160518,1051229.5300386543
20160519,1042448.2001398201
20160520,1044987.0917795296
20160523,1042475.9732359047
20160524,1055977.3092592354
20160525,1063380.6731718178
20160526,1063159.579166233
20160527,1066054.0114534493
20160531,1063905.4224985237
20160601,1063196.7638986702
20160602,1066328.2781313057
20160603,1059760.1021307106
20160606,1062709.7644098396
20160607,1061885.4674833412
20160608,1063987.511451542
20160609,1063701.9762018318
20160610,1058404.5902917976
20160613,1050875.4723222847
20160614,1042444.862893879
20160615,1041655.4880159493
20160616,1047061.3791139717
20160617,1042658.4039400215
20160620,1050542.455440342
20160621,1052632.7330568428
20160622,1048673.2507188912
20160623,1061898.6021288033
20160624,1026707.6216619606
20160627,1012319.1517637367
20160628,1029879.6658285256
20160629,1046379.9120767708
20160630,1061556.883256733
20160701,1063845.9902017708
20160705,1058473.529500782
20160706,1064902.9414232369
20160707,1064617.8425233955
20160708,1078568.6745222206
20160711,1083881.3816030617
20160712,1091925.6203230019
20160713,1094200.865651905
20160714,1103916.7974603768
20160715,1102041.2058160896
20160718,1104274.7289503212
20160719,1105771.556100666
20160720,1110491.2710741158
20160721,1105531.6822622414
20160722,1110712.8958604927
20160725,1110219.1746633644
20160726,1105107.1141336556
20160727,1098305.3513105507
20160728,1099419.598647892
20160729,1096127.3706892128
20160801,1096110.0809343453
20160802,1089402.3472536202
20160803,1091291.580817997
20160804,1092032.0151479836
20160805,1108331.3225267525
20160808,1106141.5236280556
20160809,1105917.6222189064
20160810,1104146.3650835152
20160811,1113249.5911825295
20160812,1109861.785655796
20160815,1111756.0618951912
20160816,1104509.5129392738
20160817,1106253.2414091225
20160818,1106992.3623235817
20160819,1104718.8268888588
20160822,1103111.5148847695
20160823,1104883.2837198372
20160824,1101090.0606516
20160825,1100860.064952671
20160826,1097431.8957994576
20160829,1104448.3478315468
20160830,1105064.8218820686
20160831,1104454.1448362465
20160901,1104508.493272602
20160902,1107629.8339326973
20160906,1109881.7893636818
20160907,1109568.95518285
20160908,1104303.3172796364
20160909,1082331.1173513527
20160912,1096111.488014042
20160913,1078429.2938306923
20160914,1074752.8305700417
20160915,1084866.6957090492
20160916,1077443.499793827
20160919,1076817.669818699
20160920,1078603.428983509
20160921,1087493.9593618507
20160922,1093196.2256029244
20160923,1085061.3957269783
20160926,1072206.2351949806
20160927,1083165.801275074
20160928,1082840.139406025
20160929,1070291.9903257485
20160930,1078277.0707338448
20161003,1075294.420081913
20161004,1071801.4728811379
20161005,1077918.0928037758
20161006,1077542.336267292
20161007,1077144.324346363
20161010,1081395.359737217
20161011,1068089.3464220162
20161012,1071898.9519594307
20161013,1070567.9854944344
20161014,1071957.9355886574
20161017,1067027.610832035
20161018,1066409.125608265
20161019,1070294.7151659126
20161020,1068811.0734823341
20161021,1070170.5390661354
20161024,1074890.7051904793
20161025,1071609.5128267403
20161026,1072194.4379537697
20161027,1073476.4980772133
20161028,1071899.317775547
20161031,1071691.8114297981
20161101,1065113.4770792122
20161102,1060447.8184927101
20161103,1058997.8137167091
20161104,1057874.8641222115
20161107,1079092.3946550484
20161108,1085863.3303716774
20161109,1104788.9925630684
20161110,1119431.8143804665
20161111,1123675.4457033272
20161114,1126786.6701715584
20161115,1128528.592487156
20161116,1125411.5871236916
20161117,1133337.5741251106
20161118,1131919.698579609
20161121,1136311.2817514534
20161122,1138824.5905531044
20161123,1141907.6661546822
20161125,1146065.7487886543
20161128,1144735.9729631539
20161129,1144379.754432499
20161130,1143235.0318945046
20161201,1148872.6463335152
20161202,1147049.1863916512
20161205,1154023.5283067818
20161206,1156384.3863466377
20161207,1175978.5225999947
20161208,1181115.926898777
20161209,1189923.0413606758
20161212,1190657.4686105843
20161213,1199975.3505666847
20161214,1196858.52574712
20161215,1200327.0815199013
20161216,1196937.6350248451
20161219,1198834.2907503243
20161220,1206226.5632475014
20161221,1203225.7800768013
20161222,1199897.5764120216
20161223,1200039.426318943
20161227,1200754.7152917976
20161228,1195476.430679142
20161229,1194116.428813755
20161230,1190871.6101606484
20170103,1196905.7188127632
20170104,1201958.67686063
20170105,1197620.7521417732
20170106,1203024.3499124642
20170109,1198335.2705705757
20170110,1196607.1492860909
20170111,1202195.654691517
20170112,1199578.894412815
20170113,1198864.5009992714
20170117,1194488.522136509
20170118,1193401.6683080788
20170119,1186489.1712682839
20170120,1192664.6943319435
20170123,1193683.8266294594
20170124,1196706.5411069985
20170125,1203049.4013994331
20170126,1205284.334697544
20170127,1204533.1745222206
20170130,1199250.33799535
20170131,1192466.2067983742
20170201,1189930.462497532
20170202,1192647.8156297798
20170203,1208185.2333162422
20170206,1206685.2018030281
20170207,1208727.6510179634
20170208,1208788.2065218086
20170209,1217025.7991006966
20170210,1223489.2172258492
20170213,1229355.9183080788
20170214,1236919.1087816353
20170215,1242000.5562284584
20170216,1243022.7203825112
20170217,1248072.7935426827
20170221,1253601.145189106
20170222,1255385.593248188
20170223,1257701.0765112038
20170224,1258251.6169469948
20170227,1255869.7223337288
20170228,1254835.5737913246
20170301,1272124.104633152
20170302,1266659.7509229775
20170303,1266497.9617994423
20170306,1262634.8846700783
20170307,1260548.3691385384
20170308,1259694.2762659187
20170309,1260120.233003437
20170310,1260714.892158329
20170313,1258823.900474369
20170314,1259126.4503496285
20170315,1263156.0125101204
20170316,1265335.9389379616
20170317,1261523.2296999092
20170320,1258535.5226572151
20170321,1242861.9913099403
20170322,1238701.4566095467
20170323,1239680.6862505074
20170324,1236066.7391756172
20170327,1232233.5479963417
20170328,1240132.6924875374
20170329,1236192.0031812782
20170330,1240404.8799932594
20170331,1238282.8338449593
20170403,1236618.8547800179
20170404,1237188.169124424
20170405,1234919.419376194
20170406,1235960.1885889168
20170407,1234825.722526371
20170410,1235290.9659593697
20170411,1234915.7887590523
20170412,1233189.9356878395
20170413,1225552.563436329
20170417,1236780.4585455055
20170418,1222453.313611805
20170419,1212602.125160038
20170420,1223406.8303812142
20170421,1221432.1761224861
20170424,1235065.6122682686
20170425,1247610.3144949074
20170426,1249248.2372282143
20170427,1251116.9594247933
