datadate,account_value
20220104,1940446.4077338486
20220105,1939993.0830700723
20220106,1939923.1062336809
20220107,1939173.7119884414
20220110,1937925.626501068
20220111,1938058.556091507
20220112,1939009.4417921752
20220113,1936979.7970716709
20220114,1932915.2493903392
20220118,1929083.0280215
20220119,1925078.5004333232
20220120,1919669.8249178852
20220121,1914035.3646469347
20220124,1918249.2834172554
20220125,1916430.0821500856
20220126,1915782.0952079091
20220127,1915564.3297083406
20220128,1928688.464170129
20220131,1931548.7863743757
20220201,1936033.7067056478
20220202,1942996.8454810572
20220203,1929650.0244801834
20220204,1927899.911290299
20220207,1925494.078987893
20220208,1930614.0526279458
20220209,1939933.213097993
20220210,1924926.8972903835
20220211,1915071.6938605742
20220214,1911852.4872110265
20220215,1920873.1043876775
20220216,1918921.8920536856
20220217,1902781.4446610387
20220218,1897816.3327747206
20220222,1868056.0746207673
20220223,1844665.568841909
20220224,1843561.1074724705
20220225,1843561.1074724705
20220228,1843561.1074724705
20220301,1843561.1074724705
20220302,1843561.1074724705
20220303,1843561.1074724705
20220304,1843561.1074724705
20220307,1843561.1074724705
20220308,1843561.1074724705
20220309,1843561.1074724705
20220310,1843561.1074724705
20220311,1843561.1074724705
20220314,1843561.1074724705
20220315,1843561.1074724705
20220316,1843561.1074724705
20220317,1843561.1074724705
20220318,1843561.1074724705
20220321,1843561.1074724705
20220322,1843561.1074724705
20220323,1843561.1074724705
20220324,1843561.1074724705
20220325,1843561.1074724705
20220328,1843561.1074724705
20220329,1843561.1074724705
20220330,1843561.1074724705
20220331,1843561.1074724705
20220401,1843561.1074724705
20220404,1843561.1074724705
