datadate,account_value
20171003,1285934.8638927764
20171004,1295840.6366718693
20171005,1298785.8424353027
20171006,1296327.1202576752
20171009,1297057.1276000042
20171010,1304847.0830459653
20171011,1306392.7444975604
20171012,1308410.8432796192
20171013,1310805.1274546527
20171016,1319225.1648950004
20171017,1314415.652166706
20171018,1313778.9682909928
20171019,1313820.695282032
20171020,1315029.485269907
20171023,1313576.0068654423
20171024,1331278.2195227984
20171025,1321598.9615971774
20171026,1323098.8386566485
20171027,1308004.9954440556
20171030,1296700.2949496175
20171031,1301841.8651422749
20171101,1304628.9118037662
20171102,1304600.462703558
20171103,1308032.5392761289
20171106,1312869.0581630496
20171107,1317533.3868288365
20171108,1318198.3350112934
20171109,1313058.5310789584
20171110,1315044.0799413014
20171113,1316002.13937726
20171114,1316414.3829898033
20171115,1301759.852031315
20171116,1312590.959258114
20171117,1307418.575774109
20171120,1306605.5820260735
20171121,1314126.8969285202
20171122,1317048.9444547654
20171124,1316932.4618578835
20171127,1315251.0580269052
20171128,1325515.6600299682
20171129,1322643.4751465074
20171130,1341420.6135560456
20171201,1346271.3106409265
20171204,1352250.3976187247
20171205,1344930.4957011375
20171206,1338761.2595662002
20171207,1344560.1530519982
20171208,1350557.2474194947
20171211,1357065.0012681216
20171212,1357465.9107817097
20171213,1373718.2722470874
20171214,1365854.4733526155
20171215,1372931.7754383946
20171218,1384968.91628405
20171219,1384065.8116187057
20171220,1389775.1637545642
20171221,1408172.527849985
20171222,1410845.7104709167
20171226,1409262.7304284896
20171227,1409817.3187178574
20171228,1413604.1972996446
20171229,1405796.1808560104
20180102,1412653.037114628
