datadate,account_value
20221005,2202137.0425550784
20221006,2185947.212817747
20221007,2133600.0543338186
20221010,2127225.4586914997
20221011,2128963.4656990073
20221012,2131398.3400726146
20221013,2169531.247718237
20221014,2118550.4518424664
20221017,2164233.8893463537
20221018,2185772.507937952
20221019,2158594.5147515163
20221020,2128838.2868404523
20221021,2173092.521177622
20221024,2213639.423325945
20221025,2269815.3254993763
20221026,2261533.015828165
20221027,2235654.2607509936
20221028,2330357.2777577727
20221031,2299709.3210690287
20221101,2285889.492722666
20221102,2222185.9087586384
20221103,2173150.707183947
20221104,2197398.36889773
20221107,2208835.316425177
20221108,2216717.76000503
20221109,2167622.757456297
20221110,2326156.589760977
20221111,2367506.6815515044
20221114,2334710.2787204343
20221115,2358743.839340624
20221116,2351587.152543764
20221117,2360434.737792116
20221118,2372637.8751424314
20221121,2362687.427597357
20221122,2398982.7336624316
20221123,2402177.3188576833
20221125,2389816.1498375875
20221128,2345894.1836021827
20221129,2319415.914188158
20221130,2406520.017090166
20221201,2417196.244061712
20221202,2420214.173204874
20221205,2387221.968739008
20221206,2351081.3180656224
20221207,2341183.131174761
20221208,2366023.575718573
20221209,2349039.654345068
20221212,2390708.2155900327
20221213,2408556.20647579
20221214,2389043.5079727382
20221215,2312841.5430712146
20221216,2283877.7992836745
20221219,2254258.754751715
20221220,2248910.020082907
20221221,2291865.882190073
20221222,2254033.6776107578
20221223,2259555.088788065
20221227,2247481.381566187
20221228,2200024.527105341
20221229,2244133.6741334326
20221230,2236813.7570969947
20230103,2189882.6330369357
20230104,2209415.1501165256
