datadate,account_value
20170103,1143474.7565945953
20170104,1157978.2527433226
20170105,1158703.2143624595
20170106,1159375.5976909183
20170109,1152026.2018659976
20170110,1150316.804784634
20170111,1151930.2590990793
20170112,1149198.991325642
20170113,1149004.548226206
20170117,1149124.4374978659
20170118,1149567.030222996
20170119,1148654.8591365092
20170120,1152963.391896168
20170123,1147102.3811857016
20170124,1155263.9203983615
20170125,1176549.1774772245
20170126,1178179.8391628058
20170127,1174470.278955412
20170130,1165141.8631658843
20170131,1157888.6654759506
20170201,1156250.4909343359
20170202,1154717.792866156
20170203,1159134.997669493
20170206,1162166.2464523718
20170207,1169174.1893035586
20170208,1166326.8796327212
20170209,1165077.007923405
20170210,1172803.3576159212
20170213,1180107.2308402674
20170214,1182327.0411272815
20170215,1186867.3053050234
20170216,1193893.2903299392
20170217,1201581.6028110832
20170221,1212571.1630327248
20170222,1210575.5154556753
20170223,1218122.8000315325
20170224,1223251.4351810268
20170227,1227453.6234036086
20170228,1230310.3712431986
20170301,1246128.0410106394
20170302,1242071.55215654
20170303,1239004.459912491
20170306,1233603.86636183
20170307,1236220.5965162814
20170308,1233294.9660499918
20170309,1233522.6057451137
20170310,1230264.7244564802
20170313,1228694.501323641
20170314,1226875.3852431185
20170315,1231466.3461590847
20170316,1229100.232359833
20170317,1235398.0262375872
20170320,1234495.5020355303
20170321,1222994.9660907367
20170322,1226336.6049027673
20170323,1225393.290485037
20170324,1221353.3636147522
20170327,1222688.1387299807
20170328,1228317.4711212828
20170329,1226938.431577326
20170330,1230404.237734976
20170331,1227522.0813603138
20170403,1227150.3484274829
