datadate,account_value
20211231,1110088.4470128105
20220103,1111602.2383362358
20220104,1113142.7244689872
20220105,1097511.6651362616
20220106,1093923.3793651587
20220107,1089164.8439067313
20220110,1079377.4841863334
20220111,1087045.3895322501
20220112,1093272.2778608024
20220113,1077436.5657293021
20220114,1073551.462656182
20220118,1061983.5419866263
20220119,1055345.157995385
20220120,1041437.5158483207
20220121,1021467.2562009513
20220124,1027305.0716802299
20220125,1018746.2288419425
20220126,1022625.5523397147
20220127,1027458.9058171927
20220128,1055020.6457387626
20220131,1062331.1090795218
20220201,1072028.5629293143
20220202,1081906.0650693595
20220203,1057316.6799222648
20220204,1055939.3613149344
20220207,1050477.3848516166
20220208,1058236.5121747672
20220209,1072008.8132192313
20220210,1051472.151617211
20220211,1039422.5120107352
20220214,1037810.626215142
20220215,1048566.2761365592
20220216,1047209.3259908378
20220217,1028289.7202092826
20220218,1020662.6346303641
20220222,998238.3052388846
20220223,977322.8340245902
20220224,996498.3891774833
20220225,1013618.4425374686
20220228,1012088.7129346549
20220301,1000408.9659673392
20220302,1014631.8313504874
20220303,1007685.2036763846
20220304,995334.3738042533
20220307,969523.2333394706
20220308,968553.734488835
20220309,968553.734488835
20220310,967247.6791303298
20220311,963820.926115956
20220314,963117.2500405929
20220315,978205.6314504287
20220316,991056.2300069474
20220317,1001132.6006803177
20220318,1013245.7635396927
20220321,1007300.8049825638
20220322,1014737.1423620194
20220323,999608.2676977128
20220324,1008021.1148504227
20220325,1009846.45119991
20220328,1016808.3272756547
20220329,1032780.4411519974
20220330,1022222.7640890091
20220331,1003270.1888631791
