datadate,account_value
20200402,1000000.0
20200403,998109.3333394795
20200406,1005114.1116337301
20200407,1005731.3351357329
20200408,1013083.3732433224
20200409,1014910.8098742466
20200413,1012531.6696660174
20200414,1017923.9467537747
20200415,1014586.0177699109
20200416,1013477.0275272424
20200417,1024165.7151927659
20200420,1015042.1148268067
20200421,1008140.4285508574
20200422,1012336.2058023238
20200423,1013993.492729341
20200424,1015443.4390446221
20200427,1022061.6500875029
20200428,1023061.3528918624
20200429,1036818.8029534699
20200430,1028263.5046568008
20200501,1012322.0011251312
20200504,1012293.9321628241
20200505,1015421.8747416968
20200506,1006522.2814673285
20200507,1014325.9197693954
20200508,1025372.115320909
20200511,1019737.1915624137
20200512,1007645.0354725546
20200513,990755.0664017728
20200514,1001784.0526888268
20200515,1001371.7812289193
20200518,1027132.9901778062
20200519,1015962.7290002168
20200520,1025120.3297209009
20200521,1023323.1386523545
20200522,1023147.303866893
20200526,1040716.7926649391
20200527,1057000.8969719212
20200528,1053443.9491486256
20200529,1055813.9568356622
20200601,1058537.8106644377
20200602,1066575.1881990447
20200603,1086277.2403408524
20200604,1089139.661169891
20200605,1119259.2560343014
20200608,1135450.8324130168
20200609,1121200.834728588
20200610,1105973.8675174976
20200611,1037110.0885484652
20200612,1056098.869896747
20200615,1060533.9310422242
20200616,1076909.2721893303
20200617,1069173.3789417355
20200618,1066936.7792807324
20200619,1063730.7342850813
20200622,1063903.5566547252
20200623,1065831.8210905774
20200624,1038917.4405445035
20200625,1050444.3854857227
20200626,1020284.7197576154
20200629,1045441.9607780965
20200630,1050431.9154174493
20200701,1047303.9237047114
20200702,1051142.2926828798
20200706,1073565.8860829577
20200707,1050058.390936191
20200708,1054597.4978446804
20200709,1030990.635692596
20200710,1050175.266706964
20200713,1053747.853112516
20200714,1076216.4271702897
20200715,1087992.4338930412
20200716,1080888.2067712417
20200717,1076265.9229454037
20200720,1071409.4385713614
20200721,1080609.9385615862
20200722,1083503.2847216546
20200723,1072012.645514795
20200724,1057862.4436477467
20200727,1055043.1911517447
20200728,1054130.908563606
20200729,1057981.2340747793
20200730,1042480.1664165838
20200731,1032560.0337932546
20200803,1041698.6957425344
20200804,1048057.0478866155
20200805,1071883.7684215237
20200806,1073223.0109760435
20200807,1075759.5574650648
20200810,1096807.4979232824
20200811,1094688.7171537436
20200812,1101445.0245718707
20200813,1095756.8971397665
20200814,1101039.4913875845
20200817,1092557.6261501196
20200818,1085984.4061747245
20200819,1083569.6189856185
20200820,1083571.2228335645
20200821,1083736.6751180075
20200824,1096070.4113286207
20200825,1096086.6856728743
20200826,1091679.4301707153
20200827,1099220.7649028662
20200828,1109234.0372218094
20200831,1098163.874202221
20200901,1100205.0816060847
20200902,1121534.3242725467
20200903,1097273.8555261667
20200904,1093068.517561941
20200908,1065827.153184015
20200909,1079860.2762240923
20200910,1062810.8408150347
20200911,1066997.399120922
20200914,1081504.2106053543
20200915,1079152.470567768
20200916,1084333.6710514505
20200917,1080270.0090449122
20200918,1074785.62833131
20200921,1052567.4286292533
20200922,1050581.3695590743
20200923,1031278.3273150901
20200924,1031223.7733733978
20200925,1048812.053240074
20200928,1062794.289184084
20200929,1055290.8126735706
20200930,1069941.179905897
20201001,1067900.5418997153
20201002,1065768.9089675236
20201005,1082289.6521548443
20201006,1067416.6162769261
20201007,1086716.2329613743
20201008,1094206.2475901318
20201009,1099695.37580118
20201012,1109518.369629015
20201013,1106776.0909610349
20201014,1093817.8409339886
20201015,1096623.5416101762
20201016,1103800.1033602562
20201019,1086936.0650262986
20201020,1088687.3699316406
20201021,1083856.7663958587
20201022,1097277.0921595192
20201023,1100524.7910623741
20201026,1075197.8476661416
20201027,1061826.4638663903
20201028,1019275.1038217717
20201029,1020031.3770920201
20201030,1018816.0651850147
20201102,1036230.3856273632
20201103,1056282.0632336352
20201104,1092463.7927852268
20201105,1105404.0175269719
20201106,1098058.2243037855
20201109,1136979.695386881
20201110,1148120.460401785
20201111,1142772.6158991891
20201112,1134588.8301757013
20201113,1150522.6917933007
20201116,1168295.8159926378
20201117,1157724.5879842911
20201118,1140642.8904928667
20201119,1136597.751064068
20201120,1129987.7841204798
20201123,1144203.7632284262
20201124,1163176.7134254551
20201125,1153862.9062352239
20201127,1155684.8154006558
20201130,1145438.6225780107
20201201,1156827.4547066651
20201202,1172316.3278642504
20201203,1173375.1946537057
20201204,1184940.6469889148
20201207,1177800.0793908655
20201208,1181758.5749826015
20201209,1176504.5464746135
20201210,1172943.9501626247
20201211,1179639.147570683
20201214,1165458.214724667
20201215,1176485.2758939099
20201216,1173814.6471694987
20201217,1177582.7799077304
20201218,1170919.994707928
20201221,1168065.2946678242
20201222,1160945.4368433917
20201223,1167348.3452275165
20201224,1171467.3800936951
20201228,1178118.9617755532
20201229,1176938.5798119416
20201230,1175572.4933703141
20201231,1185386.5650231005
20210104,1175654.4023341413
20210105,1176746.86871633
20210106,1204536.2701023584
20210107,1216817.075258433
20210108,1217501.985729258
20210111,1221063.9678003164
20210112,1222572.0837891966
20210113,1220230.023206158
20210114,1217092.1051559206
20210115,1212965.2876517796
20210119,1218528.5553743502
20210120,1220180.1780791383
20210121,1217362.6668829294
20210122,1205029.4029731737
20210125,1202582.322988707
20210126,1195404.2742243677
20210127,1167027.3546555277
20210128,1181826.2738829658
20210129,1159949.7167195955
20210201,1164083.8089945856
20210202,1180019.0166783244
20210203,1181201.0999273744
20210204,1183193.350176394
20210205,1182801.8508221232
20210208,1190043.9147073198
20210209,1191042.7978585497
20210210,1195918.0648430812
20210211,1195699.2592938677
20210212,1193663.3777719103
20210216,1191339.278648127
20210217,1198342.6375335718
20210218,1195973.8445588022
20210219,1192151.652789271
20210222,1199685.4970139414
20210223,1204895.5204749897
20210224,1225014.3503372008
20210225,1205400.034843928
20210226,1188202.493720368
20210301,1208249.47205786
20210302,1206998.7014741541
20210303,1210232.55520674
20210304,1199354.3605228774
20210305,1221886.9682011344
20210308,1235070.0395345504
20210309,1234531.5033602798
20210310,1255613.4576416824
20210311,1262179.803759091
20210312,1282006.4736777502
20210315,1284382.8500803725
20210316,1274156.2082358862
20210317,1281490.2159076317
20210318,1271292.8216502254
20210319,1261859.944547339
20210322,1258903.7494890278
20210323,1245265.4803617122
20210324,1247714.9587097156
20210325,1261779.9599250858
20210326,1276361.7090007656
20210329,1282805.3391141498
20210330,1277208.4727556484
20210331,1274200.781122252
20210401,1275570.591661948
20210405,1285502.2455716578
20210406,1276665.6388527476
20210407,1275958.3935717838
20210408,1276866.090854796
20210409,1283497.0745818012
20210412,1279917.3969371403
20210413,1279367.370867087
20210414,1284960.338328757
20210415,1293926.1106475818
20210416,1295929.788306418
20210419,1291455.1131845769
20210420,1285320.960656058
20210421,1297310.7849976376
20210422,1284555.8573111712
20210423,1294236.7834081678
20210426,1291195.1512682484
20210427,1292257.8628154744
20210428,1293979.1457148122
20210429,1304840.615987067
20210430,1291577.1550460882
20210503,1306505.6624507818
20210504,1312460.38653308
20210505,1314786.5960720815
20210506,1324333.2927278013
20210507,1334823.8814530286
20210510,1333014.9276843937
20210511,1310904.104800639
20210512,1292591.0496754332
20210513,1304502.2063195142
20210514,1319803.2336839056
20210517,1322007.3686833258
20210518,1311662.482189334
20210519,1299845.5960989867
20210520,1306780.4476067952
20210521,1317477.0602857734
20210524,1326020.0676895818
20210525,1323523.4395902357
20210526,1322907.2982103452
20210527,1331165.370959304
20210528,1328645.1696621734
20210601,1337760.2616413566
20210602,1343735.2851480553
20210603,1340168.571786483
20210604,1344146.42543637
20210607,1341071.812691272
20210608,1342612.5195810501
20210609,1336274.5569303352
20210610,1339149.0403709214
20210611,1336516.0805288309
20210614,1332277.8448133385
20210615,1337036.4842840112
20210616,1325600.886367015
20210617,1315426.5926817162
20210618,1295892.520942241
20210621,1323616.2756365275
20210622,1325947.9247613747
20210623,1321419.3674669946
20210624,1336371.066308906
20210625,1346529.7277662768
20210628,1327289.4485346826
20210629,1324152.1309688715
20210630,1331896.5432393795
20210701,1336911.2060808865
20210702,1337049.9330238644
20210706,1329359.0708808093
20210707,1324099.4400309902
20210708,1322885.6852602803
20210709,1338625.6019062686
20210712,1341189.4500524784
20210713,1330545.4728140216
20210714,1323826.7755006673
20210715,1322479.0612866855
20210716,1302382.3586266476
20210719,1263795.0787052838
20210720,1286510.1397455747
20210721,1304921.5315343016
20210722,1299955.4718796918
20210723,1310736.6765253216
20210726,1324744.1786391637
20210727,1320110.0330904578
20210728,1328916.619686237
20210729,1331942.0615037573
20210730,1318572.017234966
20210802,1310256.6123201558
20210803,1319900.4806728703
20210804,1306353.6110667493
20210805,1320463.5531047361
20210806,1328885.8454663008
20210809,1325903.7201734846
20210810,1337449.1139048536
20210811,1346093.7123312606
20210812,1342314.121268112
20210813,1336379.6811518935
20210816,1328355.5860894544
20210817,1311833.0147985762
20210818,1293892.6737623708
20210819,1278096.2056800956
20210820,1284078.4516444777
20210823,1303123.8510686033
20210824,1309452.820818504
20210825,1309352.0466788635
20210826,1293535.1666613386
20210827,1309517.9277003477
20210830,1301334.6684841996
20210831,1302437.1823298568
20210901,1298122.5661459465
20210902,1304628.830077175
20210903,1298547.6747937507
20210907,1288563.4810030707
20210908,1283233.1115345268
20210909,1281342.9972450905
20210910,1269078.6973904914
20210913,1279976.3630588837
20210914,1267464.7366945725
20210915,1280214.1372070466
20210916,1273147.314155533
20210917,1263588.0548024597
20210920,1238393.5993147737
