datadate,account_value
20200402,1000000.0
20200403,997603.6792084062
20200406,1018210.9430144059
20200407,1018190.2729139687
20200408,1032762.2713239609
20200409,1043007.7143115518
20200413,1026332.4302423532
20200414,1038469.3502150914
20200415,1013731.5516773565
20200416,1004160.907155502
20200417,1051344.8062455023
20200420,1023873.0168954846
20200421,995737.977318895
20200422,1011210.9095831449
20200423,1015648.9147276476
20200424,1027834.3583036516
20200427,1049228.086577936
20200428,1051033.9321602667
20200429,1081436.440218769
20200430,1064433.8879524916
20200501,1032811.0806115606
20200504,1031049.2303896903
20200505,1032768.4442334307
20200506,1019789.7993637789
20200507,1031754.620158365
20200508,1053885.3715080183
20200511,1042450.316953884
20200512,1022186.594295494
20200513,993489.8078923988
20200514,1017064.339757759
20200515,1016940.3145260524
20200518,1064174.2626799527
20200519,1044374.6599879017
20200520,1065663.4205014287
20200521,1058901.503520708
20200522,1059050.3799318217
20200526,1088972.9252886372
20200527,1118036.1091619872
20200528,1105674.2893206368
20200529,1103187.5460247078
20200601,1111936.384278635
20200602,1120997.3897084561
20200603,1145796.03046912
20200604,1145505.6293918344
20200605,1190543.9714208527
20200608,1204477.602429596
20200609,1188184.7902840653
20200610,1161458.969646927
20200611,1072251.768613964
20200612,1091648.8812505302
20200615,1098587.5951119652
20200616,1118694.7169419671
20200617,1106791.9314576532
20200618,1108032.0200123368
20200619,1098930.0821984787
20200622,1103397.4782873536
20200623,1111190.916861004
20200624,1076073.9803256227
20200625,1093286.249625164
20200626,1057944.070396
20200629,1073299.2004352151
20200630,1087020.2808786852
20200701,1086454.7269607203
20200702,1088399.6670604288
20200706,1104790.9003284723
20200707,1086630.7447587166
20200708,1094118.1673091203
20200709,1069823.068871315
20200710,1087678.2251751767
20200713,1097659.6026392574
20200714,1127105.1044245358
20200715,1128327.6238517666
20200716,1130448.7745246792
20200717,1125465.6899986172
20200720,1114729.0563104078
20200721,1133664.90384326
20200722,1138535.6339389554
20200723,1127526.9429434873
20200724,1121503.943653021
20200727,1117146.98825313
20200728,1112679.6136040823
20200729,1124228.1580147878
20200730,1113454.5794396535
20200731,1104974.8436390706
20200803,1105845.6378309003
20200804,1112232.3208975126
20200805,1140069.3108771497
20200806,1143886.9266738186
20200807,1152542.6618226988
20200810,1161136.404960539
20200811,1159961.2253862896
20200812,1173696.1583411351
20200813,1168124.1898407957
20200814,1170489.1777109243
20200817,1160902.3757619078
20200818,1153228.1312844297
20200819,1143486.8572442075
20200820,1138304.3216643697
20200821,1138757.7364592915
20200824,1147347.610558426
20200825,1148221.3103162728
20200826,1142447.8198863813
20200827,1153226.5238493367
20200828,1163527.2214729558
20200831,1153162.2699264013
20200901,1149526.4002326452
20200902,1173407.3255509874
20200903,1156030.5454305727
20200904,1152276.1738329201
20200908,1133167.521187809
20200909,1143980.6300036928
20200910,1125842.780357792
20200911,1127987.0729888116
20200914,1137585.718131443
20200915,1132248.8485658455
20200916,1136704.3865812111
20200917,1129790.3279419232
20200918,1130606.9807474425
20200921,1103135.917673691
20200922,1098257.0604368288
20200923,1077390.1700273592
20200924,1081461.054813965
20200925,1096403.7204835892
20200928,1109050.0719446375
20200929,1100765.0314363672
20200930,1114290.3161730005
20201001,1109746.4566110803
20201002,1109564.0225992699
20201005,1126717.286534359
20201006,1115637.7728033334
20201007,1137451.6213526803
20201008,1146643.2288127022
20201009,1156465.9584338246
20201012,1164212.0875920507
20201013,1156899.788077715
20201014,1140731.799647692
20201015,1144575.2902864248
20201016,1150955.8315938741
20201019,1132282.9739052106
20201020,1143394.799159651
20201021,1149004.9895766317
20201022,1162373.4241800308
20201023,1167308.611750801
20201026,1141486.6846420364
20201027,1131475.2576248245
20201028,1097199.1148216324
20201029,1098138.1773559647
20201030,1098361.9768669205
20201102,1117666.8382446365
20201103,1139933.407668312
20201104,1177927.1527282791
20201105,1187852.1561271744
20201106,1179442.2373230057
20201109,1233883.755652626
20201110,1254154.8017417984
20201111,1243876.7264015274
20201112,1236763.7010070877
20201113,1251556.7577545242
20201116,1272078.9444191055
20201117,1262225.3912841873
20201118,1241136.6129600601
20201119,1233342.3841278153
