datadate,account_value
20170404,1130166.710986992
20170405,1133407.6949380438
20170406,1135169.4142519515
20170407,1133759.9026088736
20170410,1135979.4536204513
20170411,1137218.0128712065
20170412,1134962.6940318854
20170413,1124959.6293738883
20170417,1132282.1134159795
20170418,1127850.8332837545
20170419,1124151.8349269354
20170420,1143242.6169302047
20170421,1140201.058579262
20170424,1151316.3899540962
20170425,1176658.778707102
20170426,1172000.3697231773
20170427,1169050.0598433325
20170428,1163250.0361441444
20170501,1165290.6395809043
20170502,1165308.9586144125
20170503,1167339.9814554541
20170504,1163386.6170949652
20170505,1165516.915578478
20170508,1166910.9619561255
20170509,1166198.2075285418
20170510,1169887.3807552645
20170511,1168306.3651606257
20170512,1169063.3582156221
20170515,1179268.6674639094
20170516,1179585.6242696268
20170517,1166365.6805431368
20170518,1169150.7153716318
20170519,1177391.4953441736
20170522,1179057.033282963
20170523,1181525.7377027113
20170524,1184806.492263533
20170525,1188130.7054764654
20170526,1188119.0706808073
20170530,1186060.855070349
20170531,1188457.0862384303
20170601,1199770.0680495645
20170602,1202231.863805483
20170605,1203296.6429339945
20170606,1200406.0603043977
20170607,1203370.6846796954
20170608,1203181.9831179315
20170609,1211390.0002502482
20170612,1208227.6513959125
20170613,1212739.854998232
20170614,1213923.9872272646
20170615,1216657.2860081962
20170616,1224219.0064956343
20170619,1225902.4600802634
20170620,1227640.8683361323
20170621,1220534.2098457473
20170622,1222299.0273315203
20170623,1223983.530054148
20170626,1224490.6301627161
20170627,1221750.763243563
20170628,1228842.917376387
20170629,1219449.2030500243
20170630,1224672.1715145952
20170703,1230566.7628874017
