datadate,account_value
20211005,2369818.291268546
20211006,2392939.58702584
20211007,2421184.578252036
20211008,2421142.1890613623
20211011,2408281.73439141
20211012,2406493.422597129
20211013,2387148.7662250586
20211014,2408761.066220481
20211015,2442954.7066509314
20211018,2457131.1942760535
20211019,2460556.3869678564
20211020,2471512.124661643
20211021,2470842.9604694434
20211022,2503767.8691989966
20211025,2496422.2972461767
20211026,2480212.9981205054
20211027,2459983.4374477454
20211028,2466459.0918705054
20211029,2468359.257336814
20211101,2486051.5496913977
20211102,2494134.186837394
20211103,2498367.838738639
20211104,2500449.599042136
20211105,2545391.9808170386
20211108,2554104.7446796484
20211109,2546831.834176261
20211110,2525589.7318508215
20211111,2530962.501362998
20211112,2549789.3912670203
20211115,2579320.9211437292
20211116,2577444.684704978
20211117,2569989.0504734106
20211118,2571630.1419803686
20211119,2534174.994431693
20211122,2518549.326123435
20211123,2521177.102849204
20211124,2528528.047219474
20211126,2413949.236821372
20211129,2421860.4559681006
20211130,2381681.9718525
20211201,2342864.3429538794
20211202,2427786.1137287207
20211203,2412634.3397266455
20211206,2465699.48325463
20211207,2512390.410008628
20211208,2516664.491109092
20211209,2501263.2634288855
20211210,2499976.172116477
20211213,2444025.6573650427
20211214,2429463.2569400854
20211215,2437321.122964103
20211216,2420120.0890857764
20211217,2383726.5770771094
20211220,2339832.9264423437
20211221,2412683.8040020056
20211222,2436933.4549114294
20211223,2459224.613686759
20211227,2474671.257538993
20211228,2483753.985360343
20211229,2484955.128075797
20211230,2477106.4477779455
20211231,2474401.6710369177
20220103,2503515.675847251
