,0
0,1551554.125
1,1551901.7006666586
2,1551809.430969183
3,1551809.430969183
4,1551809.430969183
5,1551809.430969183
6,1551809.430969183
7,1551809.430969183
8,1551809.430969183
9,1551809.430969183
10,1551809.430969183
11,1551809.430969183
12,1551809.430969183
13,1551809.430969183
14,1551809.430969183
15,1551809.430969183
16,1551809.430969183
17,1551809.430969183
18,1551809.430969183
19,1551809.430969183
20,1551809.430969183
21,1551809.430969183
22,1551809.430969183
23,1551809.430969183
24,1551809.430969183
25,1551809.430969183
26,1551809.430969183
27,1551809.430969183
28,1551809.430969183
29,1551809.430969183
30,1551809.430969183
31,1551809.430969183
32,1551809.430969183
33,1551809.430969183
34,1551809.430969183
35,1551809.430969183
36,1551809.430969183
37,1552131.1764246244
38,1553676.1928328387
39,1556567.9062294855
40,1556307.7556194903
41,1556299.1675751938
42,1562266.5381439915
43,1564401.3316381245
44,1559469.369483713
45,1559106.9663636491
46,1559106.9663636491
47,1559106.9663636491
48,1559106.9663636491
49,1559106.9663636491
50,1559106.9663636491
51,1559106.9663636491
52,1559106.9663636491
53,1559106.9663636491
54,1559106.9663636491
55,1559106.9663636491
56,1559106.9663636491
57,1559106.9663636491
58,1559106.9663636491
59,1559106.9663636491
60,1559106.9663636491
61,1559106.9663636491
62,1559106.9663636491
