,0
0,1559948.875
1,1559322.8409725858
2,1559211.2604122104
3,1559211.2604122104
4,1559211.2604122104
5,1559211.2604122104
6,1559211.2604122104
7,1559211.2604122104
8,1559211.2604122104
9,1559211.2604122104
10,1559211.2604122104
11,1559211.2604122104
12,1559211.2604122104
13,1559211.2604122104
14,1559211.2604122104
15,1559211.2604122104
16,1559211.2604122104
17,1559211.2604122104
18,1559211.2604122104
19,1559211.2604122104
20,1559211.2604122104
21,1559211.2604122104
22,1559211.2604122104
23,1559211.2604122104
24,1559211.2604122104
25,1559211.2604122104
26,1559211.2604122104
27,1559211.2604122104
28,1559574.2706863764
29,1559506.8652455953
30,1559506.8652455953
31,1559506.8652455953
32,1559506.8652455953
33,1559506.8652455953
34,1559506.8652455953
35,1559506.8652455953
36,1559506.8652455953
37,1559506.8652455953
38,1559506.8652455953
39,1559506.8652455953
40,1559506.8652455953
41,1559506.8652455953
42,1559506.8652455953
43,1559506.8652455953
44,1559506.8652455953
45,1559506.8652455953
46,1559506.8652455953
47,1559506.8652455953
48,1559506.8652455953
49,1559506.8652455953
50,1559506.8652455953
51,1559506.8652455953
52,1559506.8652455953
53,1559506.8652455953
54,1559506.8652455953
55,1559506.8652455953
56,1559506.8652455953
57,1559506.8652455953
58,1559506.8652455953
59,1559506.8652455953
60,1559506.8652455953
61,1559506.8652455953
62,1559506.8652455953
