,0
0,1530562.75
1,1530859.7490391163
2,1533033.587859285
3,1535123.778671411
4,1531654.3573266466
5,1534152.679041778
6,1535131.6418562594
7,1536059.382805404
8,1536574.644569373
9,1538335.8296058497
10,1534391.9675776397
11,1533957.5869500302
12,1532859.8667270527
13,1538001.7390312292
14,1542142.8305239123
15,1541598.2557931228
16,1541840.3290266318
17,1541763.689594019
18,1542162.4531531238
19,1542079.222341934
20,1542079.222341934
21,1542079.222341934
22,1542079.222341934
23,1542079.222341934
24,1542079.222341934
25,1542079.222341934
26,1542079.222341934
27,1542079.222341934
28,1542079.222341934
29,1542079.222341934
30,1542079.222341934
31,1542079.222341934
32,1542079.222341934
33,1542079.222341934
34,1542079.222341934
35,1542079.222341934
36,1542079.222341934
37,1543215.983992433
38,1542923.2741821376
39,1542871.2950422454
40,1542699.208870145
41,1542699.208870145
42,1542699.208870145
43,1542699.208870145
44,1543203.3292239464
45,1542765.180011265
46,1542585.825968033
47,1543527.5950403102
48,1543219.6758006434
49,1543219.6758006434
50,1543219.6758006434
51,1543219.6758006434
52,1543219.6758006434
53,1543219.6758006434
54,1544237.5819490044
55,1545506.2884050515
56,1542731.5148643046
57,1541751.9948573099
58,1538734.846816347
59,1538337.2905597552
60,1538337.2905597552
61,1538337.2905597552
62,1538337.2905597552
