,0
0,1310377.1545295715
1,1312797.6836138878
2,1324583.9011571275
3,1321995.6571380424
4,1315950.2497005996
5,1317122.7757909757
6,1318874.4374268132
7,1313408.2561645107
8,1311127.258705393
9,1315256.5050543575
10,1318091.4968836803
11,1326275.3240760784
12,1322683.9361384832
13,1340601.411090212
14,1333717.5251187077
15,1343948.1425856515
16,1331654.7803144685
17,1337346.974123415
18,1336323.311419487
19,1335624.6825042362
20,1337949.0046322232
21,1343554.2881554414
22,1350754.3682819025
23,1348842.8497401983
24,1347340.1630686133
25,1350597.9128586827
26,1349254.8923227768
27,1346474.8357173349
28,1345466.667000294
29,1347851.6774406207
30,1342905.06819434
31,1340903.262322285
32,1351422.3571840366
33,1347013.2731631855
34,1350490.6132906307
35,1357838.4068007816
36,1351899.7348597874
37,1352484.8768511012
38,1349758.6608705714
39,1370840.4035781005
40,1383584.5833459895
41,1406416.9063293384
42,1398421.1759452443
43,1403659.757068127
44,1392509.1325466693
45,1391397.2875688975
46,1393745.437051407
47,1406253.2314834523
48,1404773.2931220324
49,1415937.400306309
50,1419424.3828467068
51,1412306.6402909511
52,1420274.2887222331
53,1430918.6607575573
54,1429139.747828236
55,1428733.8410926135
56,1431123.064169659
57,1427430.889444384
58,1427086.318234051
59,1426371.7218948407
60,1430806.0831992307
61,1423460.942421864
62,1432561.4521953245
