,0
0,-685.2875965919811
1,11786.217543239705
2,-2588.2440190850757
3,-6045.407437442802
4,1172.526090376079
5,1751.6616358375177
6,-5466.181262302445
7,-2280.997459117789
8,4129.246348964516
9,2834.991829322884
10,8183.827192398021
11,-3591.3879375951365
12,17917.474951728713
13,-6883.885971504264
14,10230.617466943804
15,-12293.362271182938
16,5692.193808946526
17,-1023.662703928072
18,-698.628915250767
19,2324.322127986932
20,5605.283523218241
21,7200.080126461107
22,-1911.5185417041648
23,-1502.6866715850774
24,3257.7497900694143
25,-1343.0205359058455
26,-2780.0566054419614
27,-1008.1687170409132
28,2385.0104403267615
29,-4946.609246280743
30,-2001.8058720550034
31,10519.094861751655
32,-4409.08402085118
33,3477.3401274452917
34,7347.793510150863
35,-5938.671940994216
36,585.1419913137797
37,-2726.215980529785
38,21081.742707529105
39,12744.17976788897
40,22832.322983348975
41,-7995.730384094175
42,5238.581122882664
43,-11150.62452145759
44,-1111.8449777718633
45,2348.149482509587
46,12507.794432045193
47,-1479.9383614198305
48,11164.107184276683
49,3486.982540397672
50,-7117.742555755656
51,7967.648431282025
52,10644.372035324108
53,-1778.9129293211736
54,-405.9067356225569
55,2389.2230770455208
56,-3692.174725275021
57,-344.5712103329133
58,-714.5963392104022
59,4434.361304390011
60,-7345.1407773667015
61,9100.50977346045
