,0
0,1541234.25
1,1541613.4965026397
2,1541473.6589987066
3,1541473.6589987066
4,1541473.6589987066
5,1541473.6589987066
6,1541473.6589987066
7,1542048.7938742428
8,1542191.0294835183
9,1545444.5685097177
10,1545149.8145383506
11,1545149.8145383506
12,1545149.8145383506
13,1545149.8145383506
14,1545149.8145383506
15,1545149.8145383506
16,1545149.8145383506
17,1545149.8145383506
18,1545149.8145383506
19,1545149.8145383506
20,1545149.8145383506
21,1545149.8145383506
22,1545149.8145383506
23,1545149.8145383506
24,1545149.8145383506
25,1545149.8145383506
26,1545149.8145383506
27,1545149.8145383506
28,1545149.8145383506
29,1545149.8145383506
30,1545149.8145383506
31,1545149.8145383506
32,1545149.8145383506
33,1545149.8145383506
34,1545149.8145383506
35,1545149.8145383506
36,1545149.8145383506
37,1545149.8145383506
38,1545149.8145383506
39,1545149.8145383506
40,1545149.8145383506
41,1545149.8145383506
42,1545149.8145383506
43,1545149.8145383506
44,1545149.8145383506
45,1545149.8145383506
46,1545531.7706962868
47,1544673.1259424838
48,1544458.4160503403
49,1544458.4160503403
50,1544458.4160503403
51,1544458.4160503403
52,1545260.7547565973
53,1545184.1852202397
54,1545184.1852202397
55,1545184.1852202397
56,1545184.1852202397
57,1545184.1852202397
58,1545184.1852202397
59,1547399.2247156734
60,1546565.2340440045
61,1546301.8860948547
62,1546301.8860948547
