,0
0,866.8512275391258
1,-1573.4627869643737
2,3127.7570991076063
3,-3353.579575225711
4,2825.4351431236137
5,7871.933146850439
6,-2239.9348610057496
7,-272.7864422129933
8,583.334791570669
9,1252.380024974933
10,-5396.305855869316
11,-124.5788820667658
12,-4226.769570346922
13,9129.825104995864
14,11266.592458007624
15,-2372.9041491507087
16,2034.2572600003332
17,-7107.404214634094
18,-7771.915044275345
19,-1902.0675917242188
20,-2307.583047588356
21,8146.147906347178
22,-192.77865032758564
23,3006.0684930304997
24,599.0173262385651
25,7805.195879125735
26,9434.386914020404
27,9238.843687271234
28,5888.4736549281515
29,4944.995111389086
30,1531.8010941010434
31,3455.8085882416926
32,7331.100564185996
33,-639.3171666755807
34,-1104.410437501967
35,65.50286340340972
36,4491.674804649316
37,-4458.105148513801
38,16010.253288867883
39,-11370.880360660376
40,-2680.5460916766897
41,-2846.315816414077
42,-788.6875748613384
43,-7985.264552290086
44,-1272.9717508810572
45,-3.091452636756003
46,-2795.7742673303
47,-677.106513896957
48,2752.4305720673874
49,46.90837350836955
50,-3112.4931361312047
51,-671.6503561954014
52,-20757.5016586571
53,-7198.756009607343
54,2761.990331592504
55,-1537.2621645564213
56,-5719.893026176374
57,12780.38744288613
58,-193.00490084826015
59,4069.972728404915
60,-3316.831910734065
61,-2693.909654182382
