,0
0,1000000.0
1,999650.1983268394
2,997295.0242841683
3,992608.4466412734
4,990415.9206352347
5,991092.4433704258
6,993521.7671444928
7,982181.0330249344
8,989204.0286231514
9,975114.8347308116
10,978378.3972537761
11,973126.9497030042
12,974888.1782715353
13,990858.329858331
14,977310.1548743317
15,989814.961873504
16,981442.4815827629
17,992096.2245610611
18,1017601.7695832512
19,1016925.9243300259
20,996441.009465051
21,1003518.9251487973
22,1009727.9005464795
23,996544.7500576336
24,981829.8771101811
25,980848.0569685567
26,980638.9731064047
27,978198.8961453182
28,982064.9880487624
29,986010.6201014147
30,990660.5819323051
31,987948.5480670554
32,987032.8794215285
33,994554.4105406501
34,986648.4544201419
35,987042.103564862
36,995934.3107730605
37,995645.9985003822
38,989377.1181027
39,1009609.6516961125
40,1010253.4765009296
41,1010859.0631479557
42,1014834.6959835689
43,1009572.1971189106
44,1003750.3705173328
45,1004780.1067593067
46,1007146.4058402317
47,1022891.057065501
48,1023088.0604254063
49,1022653.1885381878
50,1024141.4129567746
51,1033969.7014214275
52,1042858.3959905002
53,1044165.4307093342
54,1041949.3920600555
55,1040344.0732257507
56,1037120.925944806
57,1037510.4669871338
58,1044968.0812020195
59,1049980.5752167595
60,1046266.6677210435
61,1056048.7227041824
62,1050422.9140091771
