,0
0,1205065.0119628906
1,1203227.9042926102
2,1205135.9980732002
3,1205453.0133866845
4,1206398.5190522042
5,1209574.3037560314
6,1209536.7764725536
7,1212602.9253264277
8,1212369.8804213374
9,1204881.8771878092
10,1212251.6428864328
11,1213658.0362326931
12,1212507.0651252102
13,1208559.553848965
14,1223013.5970389675
15,1246169.8080375027
16,1255876.5873572659
17,1254620.738022732
18,1254744.5533276787
19,1254902.306691097
20,1255322.9232178912
21,1253941.2827281225
22,1256747.6896140326
23,1260786.859734844
24,1258973.86759827
25,1255449.7555054892
26,1245383.2520243872
27,1247579.739781307
28,1256916.6771371113
29,1260731.7281563985
30,1257178.8202543599
31,1243521.1682920796
32,1241534.1083097798
33,1243226.273592983
34,1258613.9726286274
35,1254301.1132536274
36,1254061.0727415425
37,1251888.7953977925
38,1253199.1390714985
39,1258367.9806547505
40,1262556.555407558
41,1268886.8795194966
42,1273937.8644285542
43,1254239.32176498
44,1251678.911318813
45,1249829.1685819966
46,1252202.6094999653
47,1268792.2996092183
48,1270728.4322538716
49,1276480.76468185
50,1279565.3388090474
51,1285051.1442137104
52,1292946.0238218647
53,1292061.0524626118
54,1298336.6142454487
55,1297679.128985439
56,1295184.6933775288
57,1287781.8628416401
58,1283804.4059477192
59,1293442.7689390522
60,1298193.698000942
61,1299485.3093748433
62,1310377.1381559712
