,0
0,1142063.0166783333
1,1145187.870196598
2,1143614.4074096337
3,1146742.1645087413
4,1143388.5849335156
5,1146214.0200766393
6,1154085.9532234897
7,1151846.018362484
8,1151573.231920271
9,1152156.5667118416
10,1153408.9467368165
11,1148012.6408809472
12,1147888.0619988805
13,1143661.2924285335
14,1152791.1175335294
15,1164057.709991537
16,1161684.8058423863
17,1163719.0631023867
18,1156611.6588877526
19,1148839.7438434772
20,1146937.676251753
21,1144630.0932041646
22,1152776.2411105118
23,1152583.4624601842
24,1155589.5309532147
25,1156188.5482794533
26,1163993.744158579
27,1173428.1310725994
28,1182666.9747598707
29,1188555.4484147988
30,1193500.443526188
31,1195032.244620289
32,1198488.0532085306
33,1205819.1537727166
34,1205179.836606041
35,1204075.426168539
36,1204140.9290319425
37,1208632.6038365918
38,1204174.498688078
39,1220184.751976946
40,1208813.8716162855
41,1206133.3255246088
42,1203287.0097081948
43,1202498.3221333334
44,1194513.0575810433
45,1193240.0858301623
46,1193236.9943775255
47,1190441.2201101952
48,1189764.1135962983
49,1192516.5441683657
50,1192563.452541874
51,1189450.9594057428
52,1188779.3090495474
53,1168021.8073908903
54,1160823.051381283
55,1163585.0417128755
56,1162047.779548319
57,1156327.8865221427
58,1169108.2739650288
59,1168915.2690641806
60,1172985.2417925855
61,1169668.4098818514
62,1166974.500227669
