,0
0,1559506.875
1,1558551.885699081
2,1558341.0755027765
3,1558341.0755027765
4,1558341.0755027765
5,1558341.0755027765
6,1558341.0755027765
7,1558341.0755027765
8,1558341.0755027765
9,1558341.0755027765
10,1558341.0755027765
11,1558341.0755027765
12,1558341.0755027765
13,1558341.0755027765
14,1558341.0755027765
15,1558341.0755027765
16,1558341.0755027765
17,1558341.0755027765
18,1558341.0755027765
19,1558341.0755027765
20,1558341.0755027765
21,1558341.0755027765
22,1558341.0755027765
23,1558341.0755027765
24,1558341.0755027765
25,1558341.0755027765
26,1558341.0755027765
27,1558341.0755027765
28,1558341.0755027765
29,1558341.0755027765
30,1558341.0755027765
31,1558341.0755027765
32,1558341.0755027765
33,1558341.0755027765
34,1551757.1519706722
35,1551554.1814929955
36,1551554.1814929955
37,1551554.1814929955
38,1551554.1814929955
39,1551554.1814929955
40,1551554.1814929955
41,1551554.1814929955
42,1551554.1814929955
43,1551554.1814929955
44,1551554.1814929955
45,1551554.1814929955
46,1551554.1814929955
47,1551554.1814929955
48,1551554.1814929955
49,1551554.1814929955
50,1551554.1814929955
51,1551554.1814929955
52,1551554.1814929955
53,1551554.1814929955
54,1551554.1814929955
55,1551554.1814929955
56,1551554.1814929955
57,1551554.1814929955
58,1551554.1814929955
59,1551554.1814929955
60,1551554.1814929955
61,1551554.1814929955
62,1551554.1814929955
