,0
0,723.2495362930931
1,19925.642292632954
2,-1457.300170595292
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,-1714.2823678967543
51,2681.668067741208
52,-2113.8369413374458
53,-19740.866472053574
54,-9454.42695407872
55,26183.472146987915
56,-16360.971246337751
57,-4139.048885727068
58,16806.519156455994
59,-26586.275776100112
60,28014.96926779556
61,13024.755252838135
