,0
0,5190.8191092987545
1,-12692.939790790551
2,-1243.5839711342705
3,-1526.2133671188494
4,8120.228362102527
5,8745.795294853277
6,1608.2914921073243
7,-1799.6896112670656
8,5481.789075704524
9,10813.094811554067
10,-2203.368264072342
11,-7945.033738916507
12,2734.8976546362974
13,607.5419859085232
14,3101.428303436376
15,2084.0402197227813
16,-8448.764276729664
17,-3969.475361474906
18,5791.712255886174
19,-6326.431778179249
20,-3923.344880222343
21,-846.6367539520143
22,4146.687381410622
23,-1443.2808723754715
24,11538.518123662798
25,-11085.253928569728
26,4370.332634430029
27,-10925.04835500149
28,9542.92191302497
29,-11354.442708448507
30,-4684.116754642455
31,-8598.937715074513
32,10.779353662510403
33,-548.241655258229
34,9796.431338350289
35,4536.216842193622
36,213.80646694183815
37,2628.488779716543
38,-8053.675511444104
39,673.2672398147406
40,4938.973960916512
41,1464.0828817291185
42,12005.49409744644
43,1659.40352676576
44,5061.945638677804
45,2342.1313083723653
46,-4212.122936401283
47,-8507.485470665037
48,-5184.79226926039
49,-1481.7095722599188
50,3032.207152771065
51,-1943.7694495392498
52,9713.721092075342
53,-1162.1577450446784
54,-3725.743476953474
55,10604.029168039211
56,-32850.50688154402
57,-17706.36811019329
58,9400.6090983334
59,17387.37150637433
60,16500.425676368643
61,318.40767284017056
