,0
0,1050422.9106063843
1,1044792.5301002045
2,1032099.590309414
3,1030856.0063382797
4,1029329.7929711608
5,1037450.0213332634
6,1046195.8166281166
7,1047804.108120224
8,1046004.4185089569
9,1051486.2075846614
10,1062299.3023962155
11,1060095.9341321432
12,1052150.9003932266
13,1054885.798047863
14,1055493.3400337715
15,1058594.7683372078
16,1060678.8085569306
17,1052230.044280201
18,1048260.568918726
19,1054052.2811746122
20,1047725.849396433
21,1043802.5045162106
22,1042955.8677622586
23,1047102.5551436692
24,1045659.2742712938
25,1057197.7923949566
26,1046112.5384663868
27,1050482.8711008169
28,1039557.8227458154
29,1049100.7446588404
30,1037746.3019503918
31,1033062.1851957494
32,1024463.2474806749
33,1024474.0268343374
34,1023925.7851790792
35,1033722.2165174294
36,1038258.4333596231
37,1038472.2398265649
38,1041100.7286062815
39,1033047.0530948373
40,1033720.3203346521
41,1038659.2942955686
42,1040123.3771772977
43,1052128.8712747442
44,1053788.27480151
45,1058850.2204401877
46,1061192.35174856
47,1056980.2288121588
48,1048472.7433414938
49,1043287.9510722334
50,1041806.2414999735
51,1044838.4486527445
52,1042894.6792032053
53,1052608.4002952806
54,1051446.242550236
55,1047720.4990732825
56,1058324.5282413217
57,1025474.0213597777
58,1007767.6532495844
59,1017168.2623479178
60,1034555.6338542921
61,1051056.0595306607
62,1051374.467203501
