,0
0,1546301.875
1,1546347.060910034
2,1546213.4805095666
3,1546213.4805095666
4,1546213.4805095666
5,1546213.4805095666
6,1546213.4805095666
7,1546213.4805095666
8,1546213.4805095666
9,1546213.4805095666
10,1546213.4805095666
11,1546213.4805095666
12,1546213.4805095666
13,1546213.4805095666
14,1546213.4805095666
15,1546213.4805095666
16,1546213.4805095666
17,1546213.4805095666
18,1546213.4805095666
19,1546213.4805095666
20,1546213.4805095666
21,1546213.4805095666
22,1546213.4805095666
23,1546213.4805095666
24,1546213.4805095666
25,1546213.4805095666
26,1546213.4805095666
27,1546213.4805095666
28,1546213.4805095666
29,1546213.4805095666
30,1546213.4805095666
31,1546213.4805095666
32,1546213.4805095666
33,1546213.4805095666
34,1546213.4805095666
35,1546213.4805095666
36,1546213.4805095666
37,1546213.4805095666
38,1546213.4805095666
39,1546213.4805095666
40,1546213.4805095666
41,1546213.4805095666
42,1546213.4805095666
43,1546213.4805095666
44,1546213.4805095666
45,1546213.4805095666
46,1546213.4805095666
47,1546213.4805095666
48,1546213.4805095666
49,1546213.4805095666
50,1546213.4805095666
51,1546213.4805095666
52,1546213.4805095666
53,1546213.4805095666
54,1546213.4805095666
55,1546213.4805095666
56,1546213.4805095666
57,1546218.4071346277
58,1547704.2858203887
59,1551425.0309089667
60,1552353.9465282445
61,1556264.6571636205
62,1554986.4805927281
