,0
0,-4145.988830657909
1,9302.434195938054
2,-2976.781878553331
3,-4037.4092512645293
4,6563.815572618507
5,-12446.265269024065
6,1567.137282558484
7,-1177.390111724846
8,551.390882774489
9,-2146.2189761907794
10,-24.62960180081427
11,1665.6894945907407
12,3498.7480492745526
13,1072.1630797346588
14,4608.164012584835
15,-4015.3616922092624
16,5001.145182838431
17,-4509.925126621267
18,-134.96163438423537
19,501.46084495354444
20,-7768.759495538659
21,-5422.782966842642
22,-3974.3002822552808
23,-1385.710690833861
24,18243.008625129703
25,4477.1369686888065
26,24513.671877899207
27,3611.340143165551
28,97.45595396612771
29,11622.567664158065
30,6653.840789810056
31,-789.0437055663206
32,-377.68552240007557
33,-3226.525041099405
34,3114.619878902333
35,1783.9563700675499
36,8216.271764755249
37,3889.3421993255615
38,286.99464225769043
39,-3985.221731185913
40,-5342.133752822876
41,-1991.4550533294678
42,-422.23336029052734
43,2769.5888805389404
44,1760.4264316558838
45,14401.64009475708
46,-1576.7388134002686
47,6305.178049087524
48,4217.370418548584
49,10610.200214385986
50,-10887.35898399353
51,2243.0568256378174
52,-2704.065605163574
53,2326.3415336608887
54,7047.72497177124
55,-2845.5099239349365
56,-3274.2806339263916
57,-91.58340072631836
58,604.972188949585
59,-9253.551359176636
60,535.8548316955566
61,-6905.6935386657715
