,0
0,1051374.4721074104
1,1045035.7987234726
2,1043886.4840978088
3,1059661.0074390965
4,1067183.3159084453
5,1068768.4356916524
6,1069860.908438282
7,1075994.4192347755
8,1077414.5958488921
9,1080225.8541925335
10,1083950.1004433422
11,1084683.5299447938
12,1078096.9470266914
13,1082866.9455903855
14,1078852.6764928817
15,1081312.1733600579
16,1081162.8082930585
17,1074871.1321346264
18,1076608.2399859256
19,1073038.0725508595
20,1065066.9914741288
21,1067429.3736320573
22,1065986.3533628692
23,1072332.7037908917
24,1073927.1698358099
25,1073158.0024755765
26,1074098.870359438
27,1080066.0833414516
28,1078848.5500166034
29,1085023.33537319
30,1081768.3615663873
31,1083742.5408349382
32,1083937.0732697754
33,1082988.501347355
34,1082910.1445486376
35,1083485.675056534
36,1077502.5671189157
37,1072779.913440632
38,1067261.6148203793
39,1072332.4339300194
40,1064315.5386285211
41,1059309.119877575
42,1061716.8646226274
43,1067652.759781311
44,1072498.7233583757
45,1074453.8115144463
46,1071752.436665743
47,1044288.8320058613
48,1059089.439538542
49,1047017.1387862072
50,1047101.0335014287
51,1056583.364566397
52,1055616.7841311914
53,1054529.117993805
54,1054802.6398297348
55,1069008.1651853067
56,1076369.0053960762
57,1071023.8370525057
58,1063766.1269338247
59,1071153.3939744893
60,1077187.742642399
61,1068386.9839824925
62,1077585.0139863798
