,0
0,1432561.448726654
1,1437399.1415364915
2,1457324.7838291244
3,1455867.4836585291
4,1455867.4836585291
5,1455867.4836585291
6,1455867.4836585291
7,1455867.4836585291
8,1455867.4836585291
9,1455867.4836585291
10,1455867.4836585291
11,1455867.4836585291
12,1455867.4836585291
13,1455867.4836585291
14,1455867.4836585291
15,1455867.4836585291
16,1455867.4836585291
17,1455867.4836585291
18,1455867.4836585291
19,1455867.4836585291
20,1455867.4836585291
21,1455867.4836585291
22,1455867.4836585291
23,1455867.4836585291
24,1455867.4836585291
25,1455867.4836585291
26,1455867.4836585291
27,1455867.4836585291
28,1455867.4836585291
29,1455867.4836585291
30,1455867.4836585291
31,1455867.4836585291
32,1455867.4836585291
33,1455867.4836585291
34,1455867.4836585291
35,1455867.4836585291
36,1455867.4836585291
37,1455867.4836585291
38,1455867.4836585291
39,1455867.4836585291
40,1455867.4836585291
41,1455867.4836585291
42,1455867.4836585291
43,1455867.4836585291
44,1455867.4836585291
45,1455867.4836585291
46,1455867.4836585291
47,1455867.4836585291
48,1455867.4836585291
49,1455867.4836585291
50,1455867.4836585291
51,1454153.2012906324
52,1456834.8693583736
53,1454721.0324170361
54,1434980.1659449826
55,1425525.7389909038
56,1451709.2111378917
57,1435348.239891554
58,1431209.191005827
59,1448015.710162283
60,1421429.4343861828
61,1449444.4036539784
62,1462469.1589068165
