datadate,account_value
20240710,3377575.984934241
20240711,3446927.947330752
20240712,3450994.595630801
20240715,3478445.11786435
20240716,3519634.4375872426
20240717,3565621.144037894
20240718,3571570.0020598816
20240719,3516741.489888434
20240722,3511675.585195132
20240723,3465932.9701329675
20240724,3480206.3127636705
20240725,3519623.728215781
20240726,3570948.18369047
20240729,3575784.6066322504
20240730,3619526.702715611
20240731,3620830.625349545
20240801,3594914.6873898436
20240802,3595907.8286981015
20240805,3522314.897174954
20240806,3523070.70985443
20240807,3535890.465265784
20240808,3584065.9142030245
20240809,3590612.6267491826
20240812,3585891.9580387524
20240813,3580212.646464503
20240814,3604848.119710482
20240815,3637090.1871027933
20240816,3643522.793546084
20240819,3680216.3621852444
20240820,3632783.1858073184
20240821,3632720.373389695
20240822,3641905.9661804014
20240823,3669240.1214764677
20240826,3704761.0335103157
20240827,3692929.27857927
20240828,3673281.520772553
20240829,3704183.275590836
20240830,3715443.6909954688
20240903,3674209.519950879
20240904,3661977.986294694
20240905,3641300.295883332
20240906,3626574.0611196696
20240909,3676343.9361673817
20240910,3631838.099255868
20240911,3609866.917430821
20240912,3634210.493759648
20240913,3658428.419002034
20240916,3695122.4219426312
20240917,3699029.5003366894
20240918,3690173.8971868637
20240919,3709502.3758190963
20240920,3723770.356831269
20240923,3753278.9442496346
20240924,3755495.032832457
20240925,3723240.0592002706
20240926,3719203.441009024
20240927,3757054.186250037
20240930,3774419.8101367634
20241001,3796278.417787522
20241002,3806583.505528687
20241003,3800763.966500703
20241004,3823148.484896916
20241007,3806129.1615249524
