datadate,reward
20221006,-0.0015952187382064597
20221007,-0.027442306196319145
20221010,-0.01242697675783161
20221011,-0.011178580422817724
20221012,-0.00337390758450119
20221013,0.03109025068940497
20221014,-0.014477678394767459
20221017,0.02204717881361199
20221018,0.012457628017658193
20221019,0.0061975445497807775
20221020,-0.00021286813931652897
20221021,0.021924433348770186
20221024,0.015458649306042415
20221025,0.014481155604193949
20221026,-0.011960576452235352
20221027,-0.0036379430801108965
20221028,0.03226337881380907
20221031,0.0022182150509359316
20221101,-0.003087535258863748
20221102,-0.01437345346451074
20221103,-0.0027958282082584255
20221104,0.010341555910445742
20221107,0.015598179038443767
20221108,0.017986689206332528
20221109,-0.02451875591786886
20221110,0.030932208030592115
20221111,0.010636515323006485
20221114,-0.0049935836703224575
20221115,0.0006366717561199218
20221116,-0.006695060263983575
20221117,0.000417946839436025
20221118,0.0059676046342482195
20221121,-0.008251391169362143
20221122,0.01335778476693779
20221123,0.005860218875321624
20221125,0.004724161126877617
20221128,-0.024759105312359378
20221129,0.003129286740867346
20221130,0.020940825409094983
20221201,-0.004257281750444096
20221202,0.004005258469788415
20221205,-0.008361865228473651
20221206,-0.020196911923180353
20221207,-0.006400465544893185
20221208,0.005400447720530301
20221209,-0.005292690648124572
20221212,0.022738519911576605
20221213,0.008044680553758636
20221214,-0.005287736471819571
20221215,-0.01977930777361312
20221216,-0.012137943047017378
20221219,-0.001731088664015772
20221220,0.00780168957321924
20221221,0.019878300754807787
20221222,-0.015131660033693855
20221223,0.01223422872031062
20221227,0.007394945203971814
20221228,-0.010844530409355917
20221229,0.0068081251613530906
20221230,0.007583003136941754
20230103,-0.010309021341535302
20230104,0.009455236155835324
