datadate,account_value
20230105,3037631.326685963
20230106,3063754.7824888807
20230109,3047214.6900892835
20230110,3066371.2373533826
20230111,3115585.7935667615
20230112,3128288.202143727
20230113,3127168.3039351087
20230117,3110441.050715504
20230118,3065312.676989613
20230119,3004323.3185682874
20230120,3035717.9138670545
20230123,3075621.2807264905
20230124,3117316.4298811536
20230125,3115719.6348066907
20230126,3115507.249308644
20230127,3133594.9389906507
20230130,3100091.416392384
20230131,3157702.4444227796
20230201,3168689.3013029676
20230202,3238389.249079762
20230203,3224689.7008009534
20230206,3206515.998675404
20230207,3211734.2710981946
20230208,3175280.9617872816
20230209,3147599.3332319837
20230210,3177976.7937803846
20230213,3224526.6978865247
20230214,3205621.7168303113
20230215,3230013.1350126844
20230216,3219597.8214140516
20230217,3203437.7470961194
20230221,3079882.9182158094
20230222,3083495.9965162855
20230223,3095995.648150502
20230224,3068020.2645216566
20230227,3070097.078806935
20230228,3055866.705569325
20230301,3019196.3219938856
20230302,3040397.6952696424
20230303,3096479.031336842
20230306,3117005.143611012
20230307,3059086.3362684827
20230308,3072877.978037892
20230309,3030277.9733534437
20230310,3006833.3871412855
20230313,3027942.2900114637
20230314,3046011.2969847303
20230315,3034795.066882191
20230316,3068378.765383778
20230317,3047634.9935408216
20230320,3083722.125628529
20230321,3101744.206805287
20230322,3051913.181979237
20230323,3058405.7536497694
20230324,3068093.1729002576
20230327,3056858.7462034803
20230328,3050200.8101606946
20230329,3088249.1906080823
20230330,3103289.5503569227
20230331,3165024.4828672986
20230403,3204193.932284413
20230404,3180118.7540922742
20230405,3138408.086237965
