datadate,reward
20160706,0.0035571968360539764
20160707,-0.0014374414211675418
20160708,0.01292376438240464
20160711,0.004242086447239219
20160712,0.006138840871992118
20160713,0.00017177727143064426
20160714,0.00522627478455517
20160715,0.0010634258454575312
20160718,0.0015818722377645695
20160719,0.005990441577408367
20160720,0.0005614948675260982
20160721,-0.0015608886557371
20160722,0.0043369738140266074
20160725,-0.006807438849362603
20160726,-0.009050381715423156
20160727,-0.005250160268726502
20160728,0.001022233725722513
20160729,-0.0035980431863194755
20160801,-0.007103556327129379
20160802,-0.0010216287698528326
20160803,0.0015001280878535832
20160804,-0.00023621963039478652
20160805,0.004473813159830872
20160808,0.00012513605813143036
20160809,0.00023080572212394072
20160810,-0.004852981277616749
20160811,0.00673075672429466
20160812,0.00199101974505914
20160815,0.000194342356978914
20160816,-0.0027320659512799998
20160817,0.00037897294373250956
20160818,0.0014572208478899732
20160819,-0.004611147441989003
20160822,-0.000251028833085883
20160823,0.0010210436320435827
20160824,-0.0006268702083629892
20160825,-0.0012499038867759323
20160826,-0.004135594818656804
20160829,0.00483856026556841
20160830,-0.0013051840460024144
20160831,-0.002183383368226448
20160901,-0.0005779509283401831
20160902,0.0038145745142868243
20160906,0.004501204498512907
20160907,-0.0023238061470180057
20160908,-0.0012866030659484766
20160909,-0.017373597095835813
20160912,0.00673143111697495
20160913,-0.015644732457122088
20160914,-0.0015054731543533261
20160915,0.005533632538518467
20160916,-0.007523251225164156
20160919,-0.0006569517475902234
20160920,-0.0007642513254503405
20160921,0.007435363094811799
20160922,0.003015627143988903
20160923,-0.0034619398499405544
20160926,-0.0073691315782468585
20160927,0.00458814395959653
20160928,0.010222465287205348
20160929,-0.0052282713904001155
20160930,0.006852153795304162
