datadate,account_value
20170103,1053262.559154125
20170104,1055027.4995216825
20170105,1053470.2352633893
20170106,1052553.2239957121
20170109,1049611.897733215
20170110,1049881.4992017134
20170111,1052781.279719814
20170112,1054485.1667322956
20170113,1053227.1008524739
20170117,1057847.175876125
20170118,1055961.3207163655
20170119,1052085.3027644001
20170120,1051922.3647837483
20170123,1052338.7278361164
20170124,1048005.3155894125
20170125,1052659.8321413838
20170126,1050258.6704363667
20170127,1047979.532001003
20170130,1042716.0903239095
20170131,1039056.2158732259
20170201,1039334.2556757772
20170202,1042426.0341105306
20170203,1050005.209117397
20170206,1046300.3939776266
20170207,1044172.6638331258
20170208,1047353.017699703
20170209,1052458.6943697773
20170210,1060755.0774416768
20170213,1063179.1753306233
20170214,1066216.070823177
20170215,1069817.2044253193
20170216,1067427.951720699
20170217,1072688.8258814656
20170221,1081673.2413058125
20170222,1079315.5974459492
20170223,1084532.7250628315
20170224,1087794.1467509114
20170227,1087683.1014628254
20170228,1088646.0918345295
20170301,1101086.8609003865
20170302,1099698.1490092122
20170303,1099397.8085474812
20170306,1097467.7187495076
20170307,1093072.560981258
20170308,1088024.0019297444
20170309,1090712.5995631062
20170310,1093159.8577761494
20170313,1091016.4368433796
20170314,1085954.4216074788
20170315,1095480.9697832905
20170316,1093556.168895229
20170317,1095714.889396175
20170320,1092644.8639864766
20170321,1088221.001391872
20170322,1089942.2906260334
20170323,1088729.6277727925
20170324,1088649.9295916401
20170327,1083694.4760508381
20170328,1088096.7325777852
20170329,1087797.1543269001
20170330,1087158.3146014058
20170331,1085350.719665035
20170403,1086986.5538325154
