,0
0,-4587.219185440103
1,9036.020874677692
2,-4160.840892334003
3,-3131.9693095434923
4,7605.173773784656
5,-14406.99128149799
6,-2696.1650596810505
7,164.93025520909578
8,196.61277495557442
9,-2921.3076446265914
10,3677.6638107299805
11,-227.62816429138184
12,8544.725759506226
13,2358.4788722991943
14,5738.682243347168
15,-4244.214244842529
16,10062.06390953064
17,-4337.476472854614
18,-6333.697151184082
19,-3771.129217147827
20,-3288.6029834747314
21,-3846.950397491455
22,-516.0823574066162
23,-3769.315689086914
24,23995.37882423401
25,4540.993593215942
26,14124.35820198059
27,10720.973159790039
28,5722.606031417847
29,4611.139566421509
30,1651.8485679626465
31,-3909.549180984497
32,-2361.315818786621
33,-1546.1340217590332
34,1163.0212059020996
35,5782.211631774902
36,3017.7086849212646
37,5372.273529052734
38,-2914.306833267212
39,2780.22469329834
40,-6172.155349731445
41,521.2419090270996
42,-1407.3443660736084
43,2025.6312160491943
44,2792.4682807922363
45,17606.687036514282
46,7994.796194076538
47,10561.167991638184
48,1903.056360244751
49,4213.441669464111
50,-7739.073324203491
51,1769.534231185913
52,2279.014539718628
53,4529.126356124878
54,2179.586399078369
55,46.02273178100586
56,-37.44455337524414
57,67.935546875
58,688.387285232544
59,-8687.891345977783
60,-810.1728858947754
61,-2839.077569961548
