,0
0,7613.690446598106
1,-11115.963299856288
2,4230.8824569245335
3,-460.1038886719616
4,9555.958035558811
5,14795.194657745189
6,-226.995412315242
7,-715.8709897422232
8,10379.305769605562
9,1093.5644747046754
10,-2567.4010334014893
11,1518.3818740844727
12,-4043.7582511901855
13,-482.206579208374
14,3892.17299079895
15,10155.82982826233
16,-14154.321514129639
17,-3971.3496646881104
18,3303.656352996826
19,-10339.539949416998
20,-6698.160287857056
21,2867.473045349121
22,8249.089864730719
23,-5773.027999877813
24,16373.469320297125
25,-10562.725492477417
26,1966.5576000213623
27,-11491.442537307623
28,9538.968282699469
29,-11330.476425170782
30,-3578.0995082855225
31,-9246.764068603516
32,6334.928384780884
33,-2254.747383117676
34,10163.802322387695
35,10534.97683334339
36,52.09013366699219
37,2738.230031967163
38,-5432.453268051031
39,-988.4213466644287
40,3515.258230209234
41,-1054.9846191405086
42,12227.126382827642
43,509.3337860107422
44,4881.784839630127
45,-2526.3011837005615
46,-7927.031940460205
47,-9033.668600082281
48,-2299.0862560272217
49,-2385.1556701660156
50,3981.5248584747314
51,166.45012092590332
52,9031.12460136402
53,-103.86771774291992
54,-1429.0080280303955
55,13363.423475265503
56,-45888.94624900806
57,-21991.623685836792
58,13969.21228981018
59,20716.398403167725
60,17408.108715057257
61,1361.024419784546
