,0
0,1355.5414112391882
1,976.3789226645604
2,6427.4721740721725
3,-933.9682616502978
4,0.0
5,0.0
6,0.0
7,78.18666038499214
8,-57.887673186836764
9,-673.8342094421387
10,4725.994469452184
11,-892.0099212646019
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,2722.758581924252
21,-1139.6602031707298
22,-425.74057617224753
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
