,0
0,1490849.0
1,1489353.5360397336
2,1489187.237288665
3,1489187.237288665
4,1489187.237288665
5,1489187.237288665
6,1489187.237288665
7,1491283.8136260975
8,1491125.090499877
9,1494104.518732451
10,1493943.3774345382
11,1493943.3774345382
12,1493943.3774345382
13,1493943.3774345382
14,1493943.3774345382
15,1493943.3774345382
16,1493943.3774345382
17,1493943.3774345382
18,1493943.3774345382
19,1493943.3774345382
20,1493943.3774345382
21,1493943.3774345382
22,1493943.3774345382
23,1493943.3774345382
24,1493943.3774345382
25,1493943.3774345382
26,1493943.3774345382
27,1493943.3774345382
28,1493943.3774345382
29,1493943.3774345382
30,1493943.3774345382
31,1493943.3774345382
32,1493943.3774345382
33,1493943.3774345382
34,1493943.3774345382
35,1493943.3774345382
36,1493943.3774345382
37,1493943.3774345382
38,1493943.3774345382
39,1493943.3774345382
40,1493943.3774345382
41,1493943.3774345382
42,1493943.3774345382
43,1493943.3774345382
44,1493943.3774345382
45,1493943.3774345382
46,1493943.3774345382
47,1493943.3774345382
48,1493943.3774345382
49,1493943.3774345382
50,1493943.3774345382
51,1493943.3774345382
52,1493943.3774345382
53,1493943.3774345382
54,1493943.3774345382
55,1493943.3774345382
56,1493943.3774345382
57,1493943.3774345382
58,1493943.3774345382
59,1493943.3774345382
60,1493943.3774345382
61,1493943.3774345382
62,1493943.3774345382
