,0
0,1052233.001181662
1,1046531.2747524171
2,1047968.649368075
3,1065998.6844156517
4,1073680.3296418386
5,1078774.623861527
6,1078729.6371864781
7,1086310.8323760456
8,1087795.8485463262
9,1090139.1968405996
10,1092580.6235608067
11,1096306.9365573488
12,1089372.088724568
13,1092919.4764044958
14,1089810.603220162
15,1089491.9320768628
16,1092336.2329015126
17,1085412.386923825
18,1084675.0413601995
19,1083977.707110642
20,1076079.3193239598
21,1079031.4222216038
22,1078766.1760038761
23,1095728.4598116307
24,1096050.8264421849
25,1096068.743300858
26,1097591.8077577977
27,1104728.8051752476
28,1101231.619138184
29,1106667.3002390293
30,1104676.964671555
31,1104275.7266191868
32,1103744.4442953495
33,1100646.577153626
34,1100647.732179108
35,1101310.5063146977
36,1094960.1214880375
37,1093267.6697210697
38,1090699.0011610417
39,1096376.480761948
40,1091958.880616608
41,1088629.7182363896
42,1089078.8831018833
43,1094103.8329443363
44,1100594.2915796665
45,1101450.6887735752
46,1098962.1257109074
47,1073795.6014265446
48,1088928.0671133427
49,1075879.1704458622
50,1072412.1948694615
51,1082187.0635847477
52,1078788.396733704
53,1079705.3839888005
54,1082070.1783346562
55,1092567.065850678
56,1099382.937421265
57,1092447.3058275608
58,1083081.6086382298
59,1090583.5737375645
60,1097781.9066423802
61,1089690.0454039006
62,1098478.5776972203
