,0
0,-1582.4631654147524
1,1456.0291273111943
2,185.37252956582233
3,-121.70176603691652
4,2306.2984907492064
5,91.11817996157333
6,1536.6026996308938
7,-375.89218916138634
8,-1242.9965993862133
9,-155.98514833441004
10,-191.49352057673968
11,-1950.2057341670152
12,-2468.246078380849
13,7395.101868610596
14,-2367.743635213934
15,636.9664178546518
16,-623.3168919468299
17,94.59007138037123
18,435.3828094084747
19,-48.96889016358182
20,236.51288681779988
21,-86.78881801618263
22,-0.3780583213083446
23,-338.43049594108015
24,29.058367675635964
25,-3409.894445599057
26,710.4961455520242
27,2218.9195850256365
28,-26.52623385633342
29,560.2836179523729
30,-5869.96686549345
31,-1751.5716287936084
32,1395.9018399622291
33,4838.432999963872
34,-2548.7899686321616
35,-751.0208894021343
36,853.9015063152183
37,895.8550737630576
38,1401.6391419600695
39,1394.5153876822442
40,1525.7522413902916
41,1071.8714671493508
42,-4914.351153108757
43,-181.80271028284915
44,-897.466565822484
45,95.17824119143188
46,8054.882342004683
47,3974.548210670473
48,1133.404798652744
49,1977.4171766967047
50,3462.525272643892
51,2659.9057292519137
52,1149.895498355385
53,872.4300186503679
54,-3565.1673508738168
55,-849.2753169746138
56,-516.2446150381584
57,-1073.4105585461948
58,-1699.8505756226368
59,-846.237792619504
60,-379.1332580090966
61,5511.3490146370605
