,0
0,1416001.9098434448
1,1433751.6907269363
2,1438197.7215494346
3,1436759.5325927008
4,1436759.5325927008
5,1436759.5325927008
6,1436759.5325927008
7,1436759.5325927008
8,1436759.5325927008
9,1436759.5325927008
10,1436759.5325927008
11,1436759.5325927008
12,1436759.5325927008
13,1436759.5325927008
14,1436759.5325927008
15,1436759.5325927008
16,1436759.5325927008
17,1436759.5325927008
18,1436759.5325927008
19,1436759.5325927008
20,1436759.5325927008
21,1436759.5325927008
22,1436759.5325927008
23,1436759.5325927008
24,1436759.5325927008
25,1436759.5325927008
26,1436759.5325927008
27,1436759.5325927008
28,1436759.5325927008
29,1436759.5325927008
30,1436759.5325927008
31,1436759.5325927008
32,1436759.5325927008
33,1436759.5325927008
34,1436759.5325927008
35,1436759.5325927008
36,1436759.5325927008
37,1436759.5325927008
38,1436759.5325927008
39,1436759.5325927008
40,1436759.5325927008
41,1436759.5325927008
42,1436759.5325927008
43,1436759.5325927008
44,1436759.5325927008
45,1436759.5325927008
46,1436759.5325927008
47,1436759.5325927008
48,1436759.5325927008
49,1436759.5325927008
50,1436759.5325927008
51,1434764.4438351057
52,1435857.1985628582
53,1434871.4060670047
54,1422956.0514725598
55,1414417.5435336903
56,1427972.7976987218
57,1420562.574551032
58,1421135.5495810863
59,1423707.0922941677
60,1416616.4219093258
61,1429083.7767322361
62,1437409.9239043747
