,0
0,1508808.25
1,1508412.319188223
2,1508304.0556028646
3,1508304.0556028646
4,1508304.0556028646
5,1508304.0556028646
6,1508304.0556028646
7,1508304.0556028646
8,1508304.0556028646
9,1508304.0556028646
10,1508304.0556028646
11,1508304.0556028646
12,1508304.0556028646
13,1508304.0556028646
14,1508304.0556028646
15,1508304.0556028646
16,1508304.0556028646
17,1508304.0556028646
18,1508304.0556028646
19,1508304.0556028646
20,1508304.0556028646
21,1508304.0556028646
22,1508304.0556028646
23,1508304.0556028646
24,1508304.0556028646
25,1508304.0556028646
26,1508304.0556028646
27,1508304.0556028646
28,1508304.0556028646
29,1508304.0556028646
30,1508304.0556028646
31,1508304.0556028646
32,1508304.0556028646
33,1508304.0556028646
34,1508304.0556028646
35,1508304.0556028646
36,1508304.0556028646
37,1508473.6972121787
38,1508418.3659693117
39,1510385.0308014764
40,1510133.4369628497
41,1511022.8255552154
42,1515444.6837368289
43,1518624.0410598319
44,1514062.270325915
45,1513826.238055461
46,1513826.238055461
47,1513826.238055461
48,1513826.238055461
49,1513826.238055461
50,1513826.238055461
51,1513826.238055461
52,1513826.238055461
53,1513826.238055461
54,1513826.238055461
55,1513826.238055461
56,1513826.238055461
57,1513826.238055461
58,1513826.238055461
59,1513826.238055461
60,1513826.238055461
61,1513826.238055461
62,1513826.238055461
