,0
0,366.24747267435305
1,2497.9151875686366
2,1389.5083269004244
3,-2669.8109996663406
4,2027.5163674699143
5,529.9340196766425
6,-654.0614569301251
7,-22.424576053628698
8,1272.596109707607
9,-689.7274681478739
10,-1518.2664712031838
11,-1397.03106213524
12,4933.420666965423
13,4532.429749084637
14,-624.1701055604499
15,-247.4169981193263
16,-82.31664170813747
17,533.6043979297392
18,-101.72145915962756
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,712.8568898066878
37,-584.9663654742762
38,183.9831299323123
39,-241.71533749368973
40,0.0
41,0.0
42,0.0
43,198.5588497375138
44,-622.8482135010418
45,-934.3109795763157
46,475.33601315692067
47,-294.2602146451827
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,609.6899141394533
54,906.7831389007624
55,-3356.6148705177475
56,-2776.6431514781434
57,-1639.4725287165493
58,-456.1143035509158
59,0.0
60,0.0
61,0.0
