,0
0,-406.36854496004526
1,-3683.905746269389
2,-7364.233824157622
3,-4312.603807449457
4,1835.2684164044913
5,3612.974114799523
6,-16710.861514663673
7,11462.785088348319
8,-26932.97407684324
9,-1267.1350530281197
10,-17270.28182220459
11,5040.641761779785
12,10249.268157958984
13,-13337.03178024292
14,16761.845516204834
15,-16925.075496673584
16,4326.21907043457
17,24037.493396759033
18,-1566.1065139770508
19,-20215.2576751709
20,13360.779239654541
21,6605.373069763184
22,-10382.539310455322
23,-12976.649795532227
24,-943.9406581574585
25,-928.9247209550813
26,-3860.9673851012485
27,5211.2513057708275
28,5796.488756179693
29,9731.525967025897
30,553.8284387587337
31,-2290.619263839675
32,12125.401720809867
33,-13014.653437995934
34,1804.5083445167402
35,13139.177307128906
36,-2916.6096153259277
37,-4184.597095489502
38,21881.920120239258
39,1985.2194709777832
40,3912.310832977295
41,3820.1645851135254
42,2537.2632637023926
43,-9302.222324371338
44,4685.1136474609375
45,195.9747314453125
46,13098.528339385986
47,528.1789741516113
48,-2106.381446838379
49,3420.7015991210938
50,12042.64436340332
51,9613.438724517822
52,617.2583389282227
53,-5741.596378326416
54,-4440.919479370117
55,1633.3162536621094
56,27.202831268310547
57,6994.845352172852
58,1402.8286514282227
59,-281.2928581237793
60,6446.033744812012
61,-3887.6190338134766
