,0
0,1251794.7311954498
1,1253758.422147335
2,1254836.20531847
3,1252629.9417460784
4,1252380.4578265152
5,1250887.4183788528
6,1249056.2634667358
7,1240131.3367972032
8,1249722.4019278146
9,1250111.468008217
10,1245184.0813852139
11,1253663.1866891803
12,1252670.5917770786
13,1262528.6790768204
14,1277277.7973806935
15,1276000.5227096041
16,1276000.5227096041
17,1276000.5227096041
18,1276000.5227096041
19,1276000.5227096041
20,1276000.5227096041
21,1276000.5227096041
22,1276000.5227096041
23,1275865.33260541
24,1275811.3448917104
25,1275811.3448917104
26,1275811.3448917104
27,1275811.3448917104
28,1275811.3448917104
29,1275811.3448917104
30,1275811.3448917104
31,1275811.3448917104
32,1275811.3448917104
33,1275811.3448917104
34,1275811.3448917104
35,1275811.3448917104
36,1275811.3448917104
37,1275811.3448917104
38,1275763.8479324244
39,1275886.7894232846
40,1276407.1424868014
41,1277375.3155858158
42,1277517.0310414773
43,1277184.2686585428
44,1276763.4297400247
45,1276929.5381248551
46,1277508.81051635
47,1277372.3426387731
48,1278480.6224457247
49,1279765.3612538967
50,1280774.7124273437
51,1281263.4400370964
52,1282099.0703570656
53,1280671.35450107
54,1279525.4515486928
55,1278889.0369815389
56,1278940.89611249
57,1278190.6003621847
58,1277609.4812011821
59,1278200.008216592
60,1276771.9880884695
61,1277033.577364703
62,1277425.6700247999
