,0
0,1277425.6161499023
1,1275978.8652304288
2,1277434.89435774
3,1277620.2668873058
4,1277498.5651212689
5,1279804.863612018
6,1279895.9817919796
7,1281432.5844916105
8,1281056.6923024491
9,1279813.695703063
10,1279657.7105547285
11,1279466.2170341518
12,1277516.0112999848
13,1275047.765221604
14,1282442.8670902145
15,1280075.1234550006
16,1280712.0898728552
17,1280088.7729809084
18,1280183.3630522888
19,1280618.7458616972
20,1280569.7769715337
21,1280806.2898583515
22,1280719.5010403353
23,1280719.122982014
24,1280380.692486073
25,1280409.7508537485
26,1276999.8564081495
27,1277710.3525537015
28,1279929.2721387271
29,1279902.7459048708
30,1280463.0295228232
31,1274593.0626573297
32,1272841.491028536
33,1274237.3928684983
34,1279075.8258684622
35,1276527.03589983
36,1275776.015010428
37,1276629.9165167431
38,1277525.7715905062
39,1278927.4107324663
40,1280321.9261201485
41,1281847.6783615388
42,1282919.5498286881
43,1278005.1986755794
44,1277823.3959652965
45,1276925.929399474
46,1277021.1076406655
47,1285075.9899826702
48,1289050.5381933406
49,1290183.9429919934
50,1292161.36016869
51,1295623.885441334
52,1298283.791170586
53,1299433.6866689413
54,1300306.1166875917
55,1296740.9493367178
56,1295891.6740197432
57,1295375.429404705
58,1294302.0188461589
59,1292602.1682705362
60,1291755.9304779167
61,1291376.7972199076
62,1296888.1462345447
