,0
0,1513186.625
1,1513070.7785148392
2,1512927.1628255083
3,1512927.1628255083
4,1512927.1628255083
5,1512927.1628255083
6,1512927.1628255083
7,1512927.1628255083
8,1512927.1628255083
9,1512927.1628255083
10,1512927.1628255083
11,1512927.1628255083
12,1512927.1628255083
13,1512927.1628255083
14,1512927.1628255083
15,1512927.1628255083
16,1512927.1628255083
17,1512927.1628255083
18,1512927.1628255083
19,1512927.1628255083
20,1512927.1628255083
21,1512927.1628255083
22,1512927.1628255083
23,1512927.1628255083
24,1512927.1628255083
25,1512927.1628255083
26,1512927.1628255083
27,1512927.1628255083
28,1512953.5422974322
29,1512834.985199013
30,1512834.985199013
31,1512834.985199013
32,1512834.985199013
33,1512834.985199013
34,1512834.985199013
35,1512834.985199013
36,1512834.985199013
37,1512834.985199013
38,1512834.985199013
39,1512834.985199013
40,1512834.985199013
41,1512834.985199013
42,1512834.985199013
43,1512834.985199013
44,1512834.985199013
45,1512834.985199013
46,1512834.985199013
47,1512834.985199013
48,1512834.985199013
49,1512834.985199013
50,1512834.985199013
51,1512834.985199013
52,1512834.985199013
53,1512834.985199013
54,1512834.985199013
55,1512834.985199013
56,1512834.985199013
57,1512834.985199013
58,1512834.985199013
59,1512834.985199013
60,1512834.985199013
61,1512834.985199013
62,1512834.985199013
