,0
0,-907.3301205025055
1,1077.7831711350009
2,-2206.2635723915882
3,-249.48391956323758
4,-1493.0394476624206
5,-1831.1549121169373
6,-8924.926669532666
7,9591.065130611416
8,389.06608040235005
9,-4927.386623003054
10,8479.10530396644
11,-992.5949121017475
12,9858.087299741805
13,14749.11830387311
14,-1277.2746710893698
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,-135.1901041942183
23,-53.98771369946189
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,-47.49695928604342
38,122.94149086019024
39,520.3530635167845
40,968.1730990144424
41,141.7154556615278
42,-332.76238293456845
43,-420.8389185180422
44,166.10838483041152
45,579.2723914948292
46,-136.46787757682614
47,1108.2798069515266
48,1284.7388081720565
49,1009.3511734469794
50,488.7276097526774
51,835.6303199692629
52,-1427.7158559956588
53,-1145.9029523772188
54,-636.4145671539009
55,51.859130951110274
56,-750.2957503052894
57,-581.1191610025708
58,590.527015409898
59,-1428.0201281225309
60,261.58927623345517
61,392.09266009693965
