,0
0,1033246.3980131149
1,1033431.2087867089
2,1022315.2454868526
3,1026546.1279437771
4,1026086.0240551052
5,1035641.982090664
6,1050437.1767484092
7,1050210.181336094
8,1049494.3103463517
9,1059873.6161159573
10,1060967.180590662
11,1058399.7795572605
12,1059918.161431345
13,1055874.4031801547
14,1055392.1966009464
15,1059284.3695917453
16,1069440.1994200076
17,1055285.877905878
18,1051314.52824119
19,1054618.1845941867
20,1044278.6446447697
21,1037580.4843569127
22,1040447.9574022618
23,1048697.0472669925
24,1042924.0192671147
25,1059297.4885874118
26,1048734.7630949344
27,1050701.3206949558
28,1039209.8781576481
29,1048748.8464403476
30,1037418.3700151768
31,1033840.2705068913
32,1024593.5064382878
33,1030928.4348230687
34,1028673.687439951
35,1038837.4897623387
36,1049372.466595682
37,1049424.556729349
38,1052162.7867613162
39,1046730.3334932652
40,1045741.9121466008
41,1049257.17037681
42,1048202.1857576695
43,1060429.3121404971
44,1060938.645926508
45,1065820.430766138
46,1063294.1295824375
47,1055367.0976419772
48,1046333.429041895
49,1044034.3427858677
50,1041649.1871157017
51,1045630.7119741765
52,1045797.1620951024
53,1054828.2866964664
54,1054724.4189787235
55,1053295.410950693
56,1066658.8344259586
57,1020769.8881769505
58,998778.2644911137
59,1012747.4767809239
60,1033463.8751840916
61,1050871.9838991489
62,1052233.0083189334
