,0
0,1488592.5
1,1488958.7474726744
2,1491456.662660243
3,1492846.1709871434
4,1490176.359987477
5,1492203.876354947
6,1492733.8103746236
7,1492079.7489176935
8,1492057.3243416399
9,1493329.9204513475
10,1492640.1929831996
11,1491121.9265119964
12,1489724.8954498612
13,1494658.3161168266
14,1499190.7458659112
15,1498566.5757603508
16,1498319.1587622315
17,1498236.8421205233
18,1498770.446518453
19,1498668.7250592934
20,1498668.7250592934
21,1498668.7250592934
22,1498668.7250592934
23,1498668.7250592934
24,1498668.7250592934
25,1498668.7250592934
26,1498668.7250592934
27,1498668.7250592934
28,1498668.7250592934
29,1498668.7250592934
30,1498668.7250592934
31,1498668.7250592934
32,1498668.7250592934
33,1498668.7250592934
34,1498668.7250592934
35,1498668.7250592934
36,1498668.7250592934
37,1499381.5819491001
38,1498796.6155836259
39,1498980.5987135582
40,1498738.8833760645
41,1498738.8833760645
42,1498738.8833760645
43,1498738.8833760645
44,1498937.442225802
45,1498314.594012301
46,1497380.2830327246
47,1497855.6190458816
48,1497561.3588312364
49,1497561.3588312364
50,1497561.3588312364
51,1497561.3588312364
52,1497561.3588312364
53,1497561.3588312364
54,1498171.0487453758
55,1499077.8318842766
56,1495721.2170137588
57,1492944.5738622807
58,1491305.1013335641
59,1490848.9870300132
60,1490848.9870300132
61,1490848.9870300132
62,1490848.9870300132
